date,county,state,cases,deaths,FIPStxt,State2,Region,population,current_crate,current_drate,drate,crate,state_death,state_case,case_day,death_day
03/20/20,Imperial,California,4,0.00,6025,CA,County,181215,2.21,0.00,302.40,14461.28,1,2,4.00,0.00
03/21/20,Imperial,California,4,0.00,6025,CA,County,181215,2.21,0.00,302.40,14461.28,1,2,0.00,0.00
03/22/20,Imperial,California,4,0.00,6025,CA,County,181215,2.21,0.00,302.40,14461.28,1,2,0.00,0.00
03/23/20,Imperial,California,4,0.00,6025,CA,County,181215,2.21,0.00,302.40,14461.28,1,2,0.00,0.00
03/24/20,Imperial,California,9,0.00,6025,CA,County,181215,4.97,0.00,302.40,14461.28,1,2,5.00,0.00
03/25/20,Imperial,California,9,0.00,6025,CA,County,181215,4.97,0.00,302.40,14461.28,1,2,0.00,0.00
03/26/20,Imperial,California,17,0.00,6025,CA,County,181215,9.38,0.00,302.40,14461.28,1,2,8.00,0.00
03/27/20,Imperial,California,21,0.00,6025,CA,County,181215,11.59,0.00,302.40,14461.28,1,2,4.00,0.00
03/28/20,Imperial,California,25,0.00,6025,CA,County,181215,13.80,0.00,302.40,14461.28,1,2,4.00,0.00
03/29/20,Imperial,California,25,0.00,6025,CA,County,181215,13.80,0.00,302.40,14461.28,1,2,0.00,0.00
03/30/20,Imperial,California,33,0.00,6025,CA,County,181215,18.21,0.00,302.40,14461.28,1,2,8.00,0.00
03/31/20,Imperial,California,38,0.00,6025,CA,County,181215,20.97,0.00,302.40,14461.28,1,2,5.00,0.00
04/01/20,Imperial,California,43,0.00,6025,CA,County,181215,23.73,0.00,302.40,14461.28,1,2,5.00,0.00
04/02/20,Imperial,California,50,0.00,6025,CA,County,181215,27.59,0.00,302.40,14461.28,1,2,7.00,0.00
04/03/20,Imperial,California,55,0.00,6025,CA,County,181215,30.35,0.00,302.40,14461.28,1,2,5.00,0.00
04/04/20,Imperial,California,55,0.00,6025,CA,County,181215,30.35,0.00,302.40,14461.28,1,2,0.00,0.00
04/05/20,Imperial,California,57,1.00,6025,CA,County,181215,31.45,0.55,302.40,14461.28,1,2,2.00,1.00
04/06/20,Imperial,California,68,3.00,6025,CA,County,181215,37.52,1.66,302.40,14461.28,1,2,11.00,2.00
04/07/20,Imperial,California,73,2.00,6025,CA,County,181215,40.28,1.10,302.40,14461.28,1,2,5.00,-1.00
04/08/20,Imperial,California,75,3.00,6025,CA,County,181215,41.39,1.66,302.40,14461.28,1,2,2.00,1.00
04/09/20,Imperial,California,79,2.00,6025,CA,County,181215,43.59,1.10,302.40,14461.28,1,2,4.00,-1.00
04/10/20,Imperial,California,79,2.00,6025,CA,County,181215,43.59,1.10,302.40,14461.28,1,2,0.00,0.00
04/11/20,Imperial,California,87,2.00,6025,CA,County,181215,48.01,1.10,302.40,14461.28,1,2,8.00,0.00
04/12/20,Imperial,California,87,2.00,6025,CA,County,181215,48.01,1.10,302.40,14461.28,1,2,0.00,0.00
04/13/20,Imperial,California,87,2.00,6025,CA,County,181215,48.01,1.10,302.40,14461.28,1,2,0.00,0.00
04/14/20,Imperial,California,117,2.00,6025,CA,County,181215,64.56,1.10,302.40,14461.28,1,2,30.00,0.00
04/15/20,Imperial,California,127,2.00,6025,CA,County,181215,70.08,1.10,302.40,14461.28,1,2,10.00,0.00
04/16/20,Imperial,California,143,2.00,6025,CA,County,181215,78.91,1.10,302.40,14461.28,1,2,16.00,0.00
04/17/20,Imperial,California,155,2.00,6025,CA,County,181215,85.53,1.10,302.40,14461.28,1,2,12.00,0.00
04/18/20,Imperial,California,155,2.00,6025,CA,County,181215,85.53,1.10,302.40,14461.28,1,2,0.00,0.00
04/19/20,Imperial,California,160,2.00,6025,CA,County,181215,88.29,1.10,302.40,14461.28,1,2,5.00,0.00
04/20/20,Imperial,California,160,2.00,6025,CA,County,181215,88.29,1.10,302.40,14461.28,1,2,0.00,0.00
04/21/20,Imperial,California,195,4.00,6025,CA,County,181215,107.61,2.21,302.40,14461.28,1,2,35.00,2.00
04/22/20,Imperial,California,214,4.00,6025,CA,County,181215,118.09,2.21,302.40,14461.28,1,2,19.00,0.00
04/23/20,Imperial,California,232,8.00,6025,CA,County,181215,128.02,4.41,302.40,14461.28,1,2,18.00,4.00
04/24/20,Imperial,California,251,8.00,6025,CA,County,181215,138.51,4.41,302.40,14461.28,1,2,19.00,0.00
04/25/20,Imperial,California,251,7.00,6025,CA,County,181215,138.51,3.86,302.40,14461.28,1,2,0.00,-1.00
04/26/20,Imperial,California,251,7.00,6025,CA,County,181215,138.51,3.86,302.40,14461.28,1,2,0.00,0.00
04/27/20,Imperial,California,284,7.00,6025,CA,County,181215,156.72,3.86,302.40,14461.28,1,2,33.00,0.00
04/28/20,Imperial,California,304,8.00,6025,CA,County,181215,167.76,4.41,302.40,14461.28,1,2,20.00,1.00
04/29/20,Imperial,California,319,8.00,6025,CA,County,181215,176.03,4.41,302.40,14461.28,1,2,15.00,0.00
04/30/20,Imperial,California,333,8.00,6025,CA,County,181215,183.76,4.41,302.40,14461.28,1,2,14.00,0.00
05/01/20,Imperial,California,358,8.00,6025,CA,County,181215,197.56,4.41,302.40,14461.28,1,2,25.00,0.00
05/02/20,Imperial,California,358,8.00,6025,CA,County,181215,197.56,4.41,302.40,14461.28,1,2,0.00,0.00
05/03/20,Imperial,California,358,8.00,6025,CA,County,181215,197.56,4.41,302.40,14461.28,1,2,0.00,0.00
05/04/20,Imperial,California,379,8.00,6025,CA,County,181215,209.14,4.41,302.40,14461.28,1,2,21.00,0.00
05/05/20,Imperial,California,400,8.00,6025,CA,County,181215,220.73,4.41,302.40,14461.28,1,2,21.00,0.00
05/06/20,Imperial,California,419,8.00,6025,CA,County,181215,231.22,4.41,302.40,14461.28,1,2,19.00,0.00
05/07/20,Imperial,California,455,8.00,6025,CA,County,181215,251.08,4.41,302.40,14461.28,1,2,36.00,0.00
05/08/20,Imperial,California,512,11.00,6025,CA,County,181215,282.54,6.07,302.40,14461.28,1,2,57.00,3.00
05/09/20,Imperial,California,512,11.00,6025,CA,County,181215,282.54,6.07,302.40,14461.28,1,2,0.00,0.00
05/10/20,Imperial,California,512,11.00,6025,CA,County,181215,282.54,6.07,302.40,14461.28,1,2,0.00,0.00
05/11/20,Imperial,California,564,11.00,6025,CA,County,181215,311.23,6.07,302.40,14461.28,1,2,52.00,0.00
05/12/20,Imperial,California,603,12.00,6025,CA,County,181215,332.75,6.62,302.40,14461.28,1,2,39.00,1.00
05/13/20,Imperial,California,647,13.00,6025,CA,County,181215,357.03,7.17,302.40,14461.28,1,2,44.00,1.00
05/14/20,Imperial,California,712,14.00,6025,CA,County,181215,392.90,7.73,302.40,14461.28,1,2,65.00,1.00
05/15/20,Imperial,California,786,14.00,6025,CA,County,181215,433.74,7.73,302.40,14461.28,1,2,74.00,0.00
05/16/20,Imperial,California,786,14.00,6025,CA,County,181215,433.74,7.73,302.40,14461.28,1,2,0.00,0.00
05/17/20,Imperial,California,786,14.00,6025,CA,County,181215,433.74,7.73,302.40,14461.28,1,2,0.00,0.00
05/18/20,Imperial,California,876,14.00,6025,CA,County,181215,483.40,7.73,302.40,14461.28,1,2,90.00,0.00
05/19/20,Imperial,California,902,17.00,6025,CA,County,181215,497.75,9.38,302.40,14461.28,1,2,26.00,3.00
05/20/20,Imperial,California,1012,18.00,6025,CA,County,181215,558.45,9.93,302.40,14461.28,1,2,110.00,1.00
05/21/20,Imperial,California,1076,20.00,6025,CA,County,181215,593.77,11.04,302.40,14461.28,1,2,64.00,2.00
05/22/20,Imperial,California,1145,22.00,6025,CA,County,181215,631.85,12.14,302.40,14461.28,1,2,69.00,2.00
05/23/20,Imperial,California,1214,22.00,6025,CA,County,181215,669.92,12.14,302.40,14461.28,1,2,69.00,0.00
05/24/20,Imperial,California,1283,22.00,6025,CA,County,181215,708.00,12.14,302.40,14461.28,1,2,69.00,0.00
05/25/20,Imperial,California,1369,22.00,6025,CA,County,181215,755.46,12.14,302.40,14461.28,1,2,86.00,0.00
05/26/20,Imperial,California,1369,23.00,6025,CA,County,181215,755.46,12.69,302.40,14461.28,1,2,0.00,1.00
05/27/20,Imperial,California,1443,25.00,6025,CA,County,181215,796.29,13.80,302.40,14461.28,1,2,74.00,2.00
05/28/20,Imperial,California,1545,25.00,6025,CA,County,181215,852.58,13.80,302.40,14461.28,1,2,102.00,0.00
05/29/20,Imperial,California,1634,26.00,6025,CA,County,181215,901.69,14.35,302.40,14461.28,1,2,89.00,1.00
05/30/20,Imperial,California,1634,26.00,6025,CA,County,181215,901.69,14.35,302.40,14461.28,1,2,0.00,0.00
05/31/20,Imperial,California,2091,26.00,6025,CA,County,181215,1153.88,14.35,302.40,14461.28,1,2,457.00,0.00
06/01/20,Imperial,California,2197,28.00,6025,CA,County,181215,1212.37,15.45,302.40,14461.28,1,2,106.00,2.00
06/02/20,Imperial,California,2366,28.00,6025,CA,County,181215,1305.63,15.45,302.40,14461.28,1,2,169.00,0.00
06/03/20,Imperial,California,2459,28.00,6025,CA,County,181215,1356.95,15.45,302.40,14461.28,1,2,93.00,0.00
06/04/20,Imperial,California,2540,28.00,6025,CA,County,181215,1401.65,15.45,302.40,14461.28,1,2,81.00,0.00
06/05/20,Imperial,California,2631,29.00,6025,CA,County,181215,1451.87,16.00,302.40,14461.28,1,2,91.00,1.00
06/06/20,Imperial,California,2778,32.00,6025,CA,County,181215,1532.99,17.66,302.40,14461.28,1,2,147.00,3.00
06/07/20,Imperial,California,3047,32.00,6025,CA,County,181215,1681.43,17.66,302.40,14461.28,1,2,269.00,0.00
06/08/20,Imperial,California,3048,37.00,6025,CA,County,181215,1681.98,20.42,302.40,14461.28,1,2,1.00,5.00
06/09/20,Imperial,California,3133,37.00,6025,CA,County,181215,1728.89,20.42,302.40,14461.28,1,2,85.00,0.00
06/10/20,Imperial,California,3386,40.00,6025,CA,County,181215,1868.50,22.07,302.40,14461.28,1,2,253.00,3.00
06/11/20,Imperial,California,3454,42.00,6025,CA,County,181215,1906.02,23.18,302.40,14461.28,1,2,68.00,2.00
06/12/20,Imperial,California,3724,42.00,6025,CA,County,181215,2055.02,23.18,302.40,14461.28,1,2,270.00,0.00
06/13/20,Imperial,California,4157,42.00,6025,CA,County,181215,2293.96,23.18,302.40,14461.28,1,2,433.00,0.00
06/14/20,Imperial,California,4157,42.00,6025,CA,County,181215,2293.96,23.18,302.40,14461.28,1,2,0.00,0.00
06/15/20,Imperial,California,4298,46.00,6025,CA,County,181215,2371.77,25.38,302.40,14461.28,1,2,141.00,4.00
06/16/20,Imperial,California,4389,51.00,6025,CA,County,181215,2421.98,28.14,302.40,14461.28,1,2,91.00,5.00
06/17/20,Imperial,California,4478,53.00,6025,CA,County,181215,2471.10,29.25,302.40,14461.28,1,2,89.00,2.00
06/18/20,Imperial,California,4659,59.00,6025,CA,County,181215,2570.98,32.56,302.40,14461.28,1,2,181.00,6.00
06/19/20,Imperial,California,4744,63.00,6025,CA,County,181215,2617.88,34.77,302.40,14461.28,1,2,85.00,4.00
06/20/20,Imperial,California,4800,63.00,6025,CA,County,181215,2648.79,34.77,302.40,14461.28,1,2,56.00,0.00
06/21/20,Imperial,California,4800,63.00,6025,CA,County,181215,2648.79,34.77,302.40,14461.28,1,2,0.00,0.00
06/22/20,Imperial,California,4800,63.00,6025,CA,County,181215,2648.79,34.77,302.40,14461.28,1,2,0.00,0.00
06/23/20,Imperial,California,5270,67.00,6025,CA,County,181215,2908.15,36.97,302.40,14461.28,1,2,470.00,4.00
06/24/20,Imperial,California,5549,69.00,6025,CA,County,181215,3062.11,38.08,302.40,14461.28,1,2,279.00,2.00
06/25/20,Imperial,California,5744,72.00,6025,CA,County,181215,3169.72,39.73,302.40,14461.28,1,2,195.00,3.00
06/26/20,Imperial,California,5838,72.00,6025,CA,County,181215,3221.59,39.73,302.40,14461.28,1,2,94.00,0.00
06/27/20,Imperial,California,6041,80.00,6025,CA,County,181215,3333.61,44.15,302.40,14461.28,1,2,203.00,8.00
06/28/20,Imperial,California,6041,80.00,6025,CA,County,181215,3333.61,44.15,302.40,14461.28,1,2,0.00,0.00
06/29/20,Imperial,California,6187,80.00,6025,CA,County,181215,3414.18,44.15,302.40,14461.28,1,2,146.00,0.00
06/30/20,Imperial,California,6242,92.00,6025,CA,County,181215,3444.53,50.77,302.40,14461.28,1,2,55.00,12.00
07/01/20,Imperial,California,6523,96.00,6025,CA,County,181215,3599.59,52.98,302.40,14461.28,1,2,281.00,4.00
07/02/20,Imperial,California,6824,99.00,6025,CA,County,181215,3765.69,54.63,302.40,14461.28,1,2,301.00,3.00
07/03/20,Imperial,California,6979,104.00,6025,CA,County,181215,3851.23,57.39,302.40,14461.28,1,2,155.00,5.00
07/04/20,Imperial,California,7039,113.00,6025,CA,County,181215,3884.34,62.36,302.40,14461.28,1,2,60.00,9.00
07/05/20,Imperial,California,7039,113.00,6025,CA,County,181215,3884.34,62.36,302.40,14461.28,1,2,0.00,0.00
07/06/20,Imperial,California,7190,116.00,6025,CA,County,181215,3967.66,64.01,302.40,14461.28,1,2,151.00,3.00
07/07/20,Imperial,California,7343,120.00,6025,CA,County,181215,4052.09,66.22,302.40,14461.28,1,2,153.00,4.00
07/08/20,Imperial,California,7464,124.00,6025,CA,County,181215,4118.86,68.43,302.40,14461.28,1,2,121.00,4.00
07/09/20,Imperial,California,7654,126.00,6025,CA,County,181215,4223.71,69.53,302.40,14461.28,1,2,190.00,2.00
07/10/20,Imperial,California,7759,131.00,6025,CA,County,181215,4281.65,72.29,302.40,14461.28,1,2,105.00,5.00
07/11/20,Imperial,California,7827,134.00,6025,CA,County,181215,4319.18,73.95,302.40,14461.28,1,2,68.00,3.00
07/12/20,Imperial,California,7827,134.00,6025,CA,County,181215,4319.18,73.95,302.40,14461.28,1,2,0.00,0.00
07/13/20,Imperial,California,7977,135.00,6025,CA,County,181215,4401.95,74.50,302.40,14461.28,1,2,150.00,1.00
07/14/20,Imperial,California,8119,140.00,6025,CA,County,181215,4480.31,77.26,302.40,14461.28,1,2,142.00,5.00
07/15/20,Imperial,California,8145,147.00,6025,CA,County,181215,4494.66,81.12,302.40,14461.28,1,2,26.00,7.00
07/16/20,Imperial,California,8310,147.00,6025,CA,County,181215,4585.71,81.12,302.40,14461.28,1,2,165.00,0.00
07/17/20,Imperial,California,8397,155.00,6025,CA,County,181215,4633.72,85.53,302.40,14461.28,1,2,87.00,8.00
07/18/20,Imperial,California,8531,160.00,6025,CA,County,181215,4707.67,88.29,302.40,14461.28,1,2,134.00,5.00
07/19/20,Imperial,California,8531,160.00,6025,CA,County,181215,4707.67,88.29,302.40,14461.28,1,2,0.00,0.00
07/20/20,Imperial,California,8606,162.00,6025,CA,County,181215,4749.05,89.40,302.40,14461.28,1,2,75.00,2.00
07/21/20,Imperial,California,8606,162.00,6025,CA,County,181215,4749.05,89.40,302.40,14461.28,1,2,0.00,0.00
07/22/20,Imperial,California,8799,164.00,6025,CA,County,181215,4855.56,90.50,302.40,14461.28,1,2,193.00,2.00
07/23/20,Imperial,California,8919,169.00,6025,CA,County,181215,4921.78,93.26,302.40,14461.28,1,2,120.00,5.00
07/24/20,Imperial,California,8967,172.00,6025,CA,County,181215,4948.27,94.91,302.40,14461.28,1,2,48.00,3.00
07/25/20,Imperial,California,9067,180.00,6025,CA,County,181215,5003.45,99.33,302.40,14461.28,1,2,100.00,8.00
07/26/20,Imperial,California,9067,180.00,6025,CA,County,181215,5003.45,99.33,302.40,14461.28,1,2,0.00,0.00
07/27/20,Imperial,California,9162,180.00,6025,CA,County,181215,5055.87,99.33,302.40,14461.28,1,2,95.00,0.00
07/28/20,Imperial,California,9189,187.00,6025,CA,County,181215,5070.77,103.19,302.40,14461.28,1,2,27.00,7.00
07/29/20,Imperial,California,9241,187.00,6025,CA,County,181215,5099.47,103.19,302.40,14461.28,1,2,52.00,0.00
07/30/20,Imperial,California,9298,199.00,6025,CA,County,181215,5130.92,109.81,302.40,14461.28,1,2,57.00,12.00
07/31/20,Imperial,California,9366,209.00,6025,CA,County,181215,5168.45,115.33,302.40,14461.28,1,2,68.00,10.00
08/01/20,Imperial,California,9409,219.00,6025,CA,County,181215,5192.18,120.85,302.40,14461.28,1,2,43.00,10.00
08/02/20,Imperial,California,9409,219.00,6025,CA,County,181215,5192.18,120.85,302.40,14461.28,1,2,0.00,0.00
08/03/20,Imperial,California,9448,221.00,6025,CA,County,181215,5213.70,121.95,302.40,14461.28,1,2,39.00,2.00
08/04/20,Imperial,California,9513,231.00,6025,CA,County,181215,5249.57,127.47,302.40,14461.28,1,2,65.00,10.00
08/05/20,Imperial,California,9546,233.00,6025,CA,County,181215,5267.78,128.58,302.40,14461.28,1,2,33.00,2.00
08/06/20,Imperial,California,9601,239.00,6025,CA,County,181215,5298.13,131.89,302.40,14461.28,1,2,55.00,6.00
08/07/20,Imperial,California,9629,241.00,6025,CA,County,181215,5313.58,132.99,302.40,14461.28,1,2,28.00,2.00
08/08/20,Imperial,California,9693,243.00,6025,CA,County,181215,5348.89,134.09,302.40,14461.28,1,2,64.00,2.00
08/09/20,Imperial,California,9693,243.00,6025,CA,County,181215,5348.89,134.09,302.40,14461.28,1,2,0.00,0.00
08/10/20,Imperial,California,9693,243.00,6025,CA,County,181215,5348.89,134.09,302.40,14461.28,1,2,0.00,0.00
08/11/20,Imperial,California,9867,243.00,6025,CA,County,181215,5444.91,134.09,302.40,14461.28,1,2,174.00,0.00
08/12/20,Imperial,California,9919,251.00,6025,CA,County,181215,5473.61,138.51,302.40,14461.28,1,2,52.00,8.00
08/13/20,Imperial,California,9957,256.00,6025,CA,County,181215,5494.58,141.27,302.40,14461.28,1,2,38.00,5.00
08/14/20,Imperial,California,10035,256.00,6025,CA,County,181215,5537.62,141.27,302.40,14461.28,1,2,78.00,0.00
08/15/20,Imperial,California,10058,256.00,6025,CA,County,181215,5550.31,141.27,302.40,14461.28,1,2,23.00,0.00
08/16/20,Imperial,California,10058,256.00,6025,CA,County,181215,5550.31,141.27,302.40,14461.28,1,2,0.00,0.00
08/17/20,Imperial,California,10058,256.00,6025,CA,County,181215,5550.31,141.27,302.40,14461.28,1,2,0.00,0.00
08/18/20,Imperial,California,10268,264.00,6025,CA,County,181215,5666.20,145.68,302.40,14461.28,1,2,210.00,8.00
08/19/20,Imperial,California,10304,264.00,6025,CA,County,181215,5686.06,145.68,302.40,14461.28,1,2,36.00,0.00
08/20/20,Imperial,California,10325,265.00,6025,CA,County,181215,5697.65,146.24,302.40,14461.28,1,2,21.00,1.00
08/21/20,Imperial,California,10366,268.00,6025,CA,County,181215,5720.28,147.89,302.40,14461.28,1,2,41.00,3.00
08/22/20,Imperial,California,10393,271.00,6025,CA,County,181215,5735.18,149.55,302.40,14461.28,1,2,27.00,3.00
08/23/20,Imperial,California,10393,271.00,6025,CA,County,181215,5735.18,149.55,302.40,14461.28,1,2,0.00,0.00
08/24/20,Imperial,California,10396,271.00,6025,CA,County,181215,5736.83,149.55,302.40,14461.28,1,2,3.00,0.00
08/25/20,Imperial,California,10486,271.00,6025,CA,County,181215,5786.50,149.55,302.40,14461.28,1,2,90.00,0.00
08/26/20,Imperial,California,10509,282.00,6025,CA,County,181215,5799.19,155.62,302.40,14461.28,1,2,23.00,11.00
08/27/20,Imperial,California,10573,285.00,6025,CA,County,181215,5834.51,157.27,302.40,14461.28,1,2,64.00,3.00
08/28/20,Imperial,California,10641,286.00,6025,CA,County,181215,5872.03,157.82,302.40,14461.28,1,2,68.00,1.00
08/29/20,Imperial,California,10667,292.00,6025,CA,County,181215,5886.38,161.13,302.40,14461.28,1,2,26.00,6.00
08/30/20,Imperial,California,10667,292.00,6025,CA,County,181215,5886.38,161.13,302.40,14461.28,1,2,0.00,0.00
08/31/20,Imperial,California,10719,292.00,6025,CA,County,181215,5915.07,161.13,302.40,14461.28,1,2,52.00,0.00
09/01/20,Imperial,California,10711,293.00,6025,CA,County,181215,5910.66,161.69,302.40,14461.28,1,2,-8.00,1.00
09/02/20,Imperial,California,10746,295.00,6025,CA,County,181215,5929.97,162.79,302.40,14461.28,1,2,35.00,2.00
09/03/20,Imperial,California,10773,295.00,6025,CA,County,181215,5944.87,162.79,302.40,14461.28,1,2,27.00,0.00
09/04/20,Imperial,California,11001,295.00,6025,CA,County,181215,6070.69,162.79,302.40,14461.28,1,2,228.00,0.00
09/05/20,Imperial,California,11041,295.00,6025,CA,County,181215,6092.76,162.79,302.40,14461.28,1,2,40.00,0.00
09/06/20,Imperial,California,11041,295.00,6025,CA,County,181215,6092.76,162.79,302.40,14461.28,1,2,0.00,0.00
09/07/20,Imperial,California,11041,295.00,6025,CA,County,181215,6092.76,162.79,302.40,14461.28,1,2,0.00,0.00
09/08/20,Imperial,California,11056,295.00,6025,CA,County,181215,6101.04,162.79,302.40,14461.28,1,2,15.00,0.00
09/09/20,Imperial,California,11093,300.00,6025,CA,County,181215,6121.46,165.55,302.40,14461.28,1,2,37.00,5.00
09/10/20,Imperial,California,11183,302.00,6025,CA,County,181215,6171.12,166.65,302.40,14461.28,1,2,90.00,2.00
09/11/20,Imperial,California,11218,307.00,6025,CA,County,181215,6190.44,169.41,302.40,14461.28,1,2,35.00,5.00
09/12/20,Imperial,California,11274,307.00,6025,CA,County,181215,6221.34,169.41,302.40,14461.28,1,2,56.00,0.00
09/13/20,Imperial,California,11274,307.00,6025,CA,County,181215,6221.34,169.41,302.40,14461.28,1,2,0.00,0.00
09/14/20,Imperial,California,11291,307.00,6025,CA,County,181215,6230.72,169.41,302.40,14461.28,1,2,17.00,0.00
09/15/20,Imperial,California,11392,308.00,6025,CA,County,181215,6286.46,169.96,302.40,14461.28,1,2,101.00,1.00
09/16/20,Imperial,California,11435,308.00,6025,CA,County,181215,6310.18,169.96,302.40,14461.28,1,2,43.00,0.00
09/17/20,Imperial,California,11457,309.00,6025,CA,County,181215,6322.32,170.52,302.40,14461.28,1,2,22.00,1.00
09/18/20,Imperial,California,11534,311.00,6025,CA,County,181215,6364.82,171.62,302.40,14461.28,1,2,77.00,2.00
09/19/20,Imperial,California,11558,313.00,6025,CA,County,181215,6378.06,172.72,302.40,14461.28,1,2,24.00,2.00
09/20/20,Imperial,California,11558,313.00,6025,CA,County,181215,6378.06,172.72,302.40,14461.28,1,2,0.00,0.00
09/21/20,Imperial,California,11583,313.00,6025,CA,County,181215,6391.85,172.72,302.40,14461.28,1,2,25.00,0.00
09/22/20,Imperial,California,11606,313.00,6025,CA,County,181215,6404.55,172.72,302.40,14461.28,1,2,23.00,0.00
09/23/20,Imperial,California,11658,316.00,6025,CA,County,181215,6433.24,174.38,302.40,14461.28,1,2,52.00,3.00
09/24/20,Imperial,California,11741,316.00,6025,CA,County,181215,6479.04,174.38,302.40,14461.28,1,2,83.00,0.00
09/25/20,Imperial,California,11781,316.00,6025,CA,County,181215,6501.12,174.38,302.40,14461.28,1,2,40.00,0.00
09/26/20,Imperial,California,11835,316.00,6025,CA,County,181215,6530.92,174.38,302.40,14461.28,1,2,54.00,0.00
09/27/20,Imperial,California,11835,316.00,6025,CA,County,181215,6530.92,174.38,302.40,14461.28,1,2,0.00,0.00
09/28/20,Imperial,California,11852,316.00,6025,CA,County,181215,6540.30,174.38,302.40,14461.28,1,2,17.00,0.00
09/29/20,Imperial,California,11877,316.00,6025,CA,County,181215,6554.09,174.38,302.40,14461.28,1,2,25.00,0.00
09/30/20,Imperial,California,11908,319.00,6025,CA,County,181215,6571.20,176.03,302.40,14461.28,1,2,31.00,3.00
10/01/20,Imperial,California,11993,322.00,6025,CA,County,181215,6618.11,177.69,302.40,14461.28,1,2,85.00,3.00
10/02/20,Imperial,California,12002,322.00,6025,CA,County,181215,6623.07,177.69,302.40,14461.28,1,2,9.00,0.00
10/03/20,Imperial,California,12047,325.00,6025,CA,County,181215,6647.90,179.34,302.40,14461.28,1,2,45.00,3.00
10/04/20,Imperial,California,12047,325.00,6025,CA,County,181215,6647.90,179.34,302.40,14461.28,1,2,0.00,0.00
10/05/20,Imperial,California,12076,325.00,6025,CA,County,181215,6663.91,179.34,302.40,14461.28,1,2,29.00,0.00
10/06/20,Imperial,California,12109,325.00,6025,CA,County,181215,6682.12,179.34,302.40,14461.28,1,2,33.00,0.00
10/07/20,Imperial,California,12120,326.00,6025,CA,County,181215,6688.19,179.90,302.40,14461.28,1,2,11.00,1.00
10/08/20,Imperial,California,12145,328.00,6025,CA,County,181215,6701.98,181.00,302.40,14461.28,1,2,25.00,2.00
10/09/20,Imperial,California,12145,328.00,6025,CA,County,181215,6701.98,181.00,302.40,14461.28,1,2,0.00,0.00
10/10/20,Imperial,California,12145,328.00,6025,CA,County,181215,6701.98,181.00,302.40,14461.28,1,2,0.00,0.00
10/11/20,Imperial,California,12145,328.00,6025,CA,County,181215,6701.98,181.00,302.40,14461.28,1,2,0.00,0.00
10/12/20,Imperial,California,12220,329.00,6025,CA,County,181215,6743.37,181.55,302.40,14461.28,1,2,75.00,1.00
10/13/20,Imperial,California,12290,329.00,6025,CA,County,181215,6782.00,181.55,302.40,14461.28,1,2,70.00,0.00
10/14/20,Imperial,California,12334,334.00,6025,CA,County,181215,6806.28,184.31,302.40,14461.28,1,2,44.00,5.00
10/15/20,Imperial,California,12373,334.00,6025,CA,County,181215,6827.80,184.31,302.40,14461.28,1,2,39.00,0.00
10/16/20,Imperial,California,12410,334.00,6025,CA,County,181215,6848.22,184.31,302.40,14461.28,1,2,37.00,0.00
10/17/20,Imperial,California,12410,334.00,6025,CA,County,181215,6848.22,184.31,302.40,14461.28,1,2,0.00,0.00
10/18/20,Imperial,California,12410,334.00,6025,CA,County,181215,6848.22,184.31,302.40,14461.28,1,2,0.00,0.00
10/19/20,Imperial,California,12475,334.00,6025,CA,County,181215,6884.09,184.31,302.40,14461.28,1,2,65.00,0.00
10/20/20,Imperial,California,12534,334.00,6025,CA,County,181215,6916.65,184.31,302.40,14461.28,1,2,59.00,0.00
10/21/20,Imperial,California,12610,335.00,6025,CA,County,181215,6958.59,184.86,302.40,14461.28,1,2,76.00,1.00
10/22/20,Imperial,California,12668,335.00,6025,CA,County,181215,6990.59,184.86,302.40,14461.28,1,2,58.00,0.00
10/23/20,Imperial,California,12700,335.00,6025,CA,County,181215,7008.25,184.86,302.40,14461.28,1,2,32.00,0.00
10/24/20,Imperial,California,12700,335.00,6025,CA,County,181215,7008.25,184.86,302.40,14461.28,1,2,0.00,0.00
10/25/20,Imperial,California,12700,335.00,6025,CA,County,181215,7008.25,184.86,302.40,14461.28,1,2,0.00,0.00
10/26/20,Imperial,California,12882,335.00,6025,CA,County,181215,7108.68,184.86,302.40,14461.28,1,2,182.00,0.00
10/27/20,Imperial,California,12967,335.00,6025,CA,County,181215,7155.59,184.86,302.40,14461.28,1,2,85.00,0.00
10/28/20,Imperial,California,12983,335.00,6025,CA,County,181215,7164.42,184.86,302.40,14461.28,1,2,16.00,0.00
10/29/20,Imperial,California,13023,337.00,6025,CA,County,181215,7186.49,185.97,302.40,14461.28,1,2,40.00,2.00
10/30/20,Imperial,California,13038,337.00,6025,CA,County,181215,7194.77,185.97,302.40,14461.28,1,2,15.00,0.00
10/31/20,Imperial,California,13038,337.00,6025,CA,County,181215,7194.77,185.97,302.40,14461.28,1,2,0.00,0.00
11/01/20,Imperial,California,13038,337.00,6025,CA,County,181215,7194.77,185.97,302.40,14461.28,1,2,0.00,0.00
11/02/20,Imperial,California,13198,337.00,6025,CA,County,181215,7283.06,185.97,302.40,14461.28,1,2,160.00,0.00
11/03/20,Imperial,California,13260,337.00,6025,CA,County,181215,7317.28,185.97,302.40,14461.28,1,2,62.00,0.00
11/04/20,Imperial,California,13284,337.00,6025,CA,County,181215,7330.52,185.97,302.40,14461.28,1,2,24.00,0.00
