date,county,state,cases,deaths,FIPStxt,State2,Region,population,current_crate,current_drate,drate,crate,state_death,state_case,case_day,death_day
10/23/20,Merced,California,9465,155.00,6047,CA,County,277680,3408.60,55.82,127.48,9606.02,6,8,26.00,1.00
10/24/20,Merced,California,9465,155.00,6047,CA,County,277680,3408.60,55.82,127.48,9606.02,6,8,0.00,0.00
10/25/20,Merced,California,9465,155.00,6047,CA,County,277680,3408.60,55.82,127.48,9606.02,6,8,0.00,0.00
10/26/20,Merced,California,9531,155.00,6047,CA,County,277680,3432.37,55.82,127.48,9606.02,6,8,66.00,0.00
10/27/20,Merced,California,9572,155.00,6047,CA,County,277680,3447.13,55.82,127.48,9606.02,6,8,41.00,0.00
10/28/20,Merced,California,9588,155.00,6047,CA,County,277680,3452.90,55.82,127.48,9606.02,6,8,16.00,0.00
10/29/20,Merced,California,9623,155.00,6047,CA,County,277680,3465.50,55.82,127.48,9606.02,6,8,35.00,0.00
10/30/20,Merced,California,9674,156.00,6047,CA,County,277680,3483.87,56.18,127.48,9606.02,6,8,51.00,1.00
10/31/20,Merced,California,9674,156.00,6047,CA,County,277680,3483.87,56.18,127.48,9606.02,6,8,0.00,0.00
11/01/20,Merced,California,9674,156.00,6047,CA,County,277680,3483.87,56.18,127.48,9606.02,6,8,0.00,0.00
11/02/20,Merced,California,9779,158.00,6047,CA,County,277680,3521.68,56.90,127.48,9606.02,6,8,105.00,2.00
11/03/20,Merced,California,9819,160.00,6047,CA,County,277680,3536.08,57.62,127.48,9606.02,6,8,40.00,2.00
11/04/20,Merced,California,9880,161.00,6047,CA,County,277680,3558.05,57.98,127.48,9606.02,6,8,61.00,1.00
11/05/20,Merced,California,9916,163.00,6047,CA,County,277680,3571.02,58.70,127.48,9606.02,6,8,36.00,2.00
11/06/20,Merced,California,9982,164.00,6047,CA,County,277680,3594.79,59.06,127.48,9606.02,6,8,66.00,1.00
11/07/20,Merced,California,9982,164.00,6047,CA,County,277680,3594.79,59.06,127.48,9606.02,6,8,0.00,0.00
11/08/20,Merced,California,9982,164.00,6047,CA,County,277680,3594.79,59.06,127.48,9606.02,6,8,0.00,0.00
11/09/20,Merced,California,10140,164.00,6047,CA,County,277680,3651.69,59.06,127.48,9606.02,6,8,158.00,0.00
11/10/20,Merced,California,10193,164.00,6047,CA,County,277680,3670.77,59.06,127.48,9606.02,6,8,53.00,0.00
11/11/20,Merced,California,10193,164.00,6047,CA,County,277680,3670.77,59.06,127.48,9606.02,6,8,0.00,0.00
11/12/20,Merced,California,10313,166.00,6047,CA,County,277680,3713.99,59.78,127.48,9606.02,6,8,120.00,2.00
11/13/20,Merced,California,10374,169.00,6047,CA,County,277680,3735.96,60.86,127.48,9606.02,6,8,61.00,3.00
11/14/20,Merced,California,10374,169.00,6047,CA,County,277680,3735.96,60.86,127.48,9606.02,6,8,0.00,0.00
11/15/20,Merced,California,10374,169.00,6047,CA,County,277680,3735.96,60.86,127.48,9606.02,6,8,0.00,0.00
11/16/20,Merced,California,10552,172.00,6047,CA,County,277680,3800.06,61.94,127.48,9606.02,6,8,178.00,3.00
11/17/20,Merced,California,10662,174.00,6047,CA,County,277680,3839.67,62.66,127.48,9606.02,6,8,110.00,2.00
11/18/20,Merced,California,10749,175.00,6047,CA,County,277680,3871.00,63.02,127.48,9606.02,6,8,87.00,1.00
11/19/20,Merced,California,10884,175.00,6047,CA,County,277680,3919.62,63.02,127.48,9606.02,6,8,135.00,0.00
11/20/20,Merced,California,10986,176.00,6047,CA,County,277680,3956.35,63.38,127.48,9606.02,6,8,102.00,1.00
11/21/20,Merced,California,10986,176.00,6047,CA,County,277680,3956.35,63.38,127.48,9606.02,6,8,0.00,0.00
11/22/20,Merced,California,10986,176.00,6047,CA,County,277680,3956.35,63.38,127.48,9606.02,6,8,0.00,0.00
11/23/20,Merced,California,11388,179.00,6047,CA,County,277680,4101.12,64.46,127.48,9606.02,6,8,402.00,3.00
11/24/20,Merced,California,11460,179.00,6047,CA,County,277680,4127.05,64.46,127.48,9606.02,6,8,72.00,0.00
11/25/20,Merced,California,11537,179.00,6047,CA,County,277680,4154.78,64.46,127.48,9606.02,6,8,77.00,0.00
11/26/20,Merced,California,11537,179.00,6047,CA,County,277680,4154.78,64.46,127.48,9606.02,6,8,0.00,0.00
11/27/20,Merced,California,11537,179.00,6047,CA,County,277680,4154.78,64.46,127.48,9606.02,6,8,0.00,0.00
11/28/20,Merced,California,11550,179.00,6047,CA,County,277680,4159.46,64.46,127.48,9606.02,6,8,13.00,0.00
11/29/20,Merced,California,11688,179.00,6047,CA,County,277680,4209.16,64.46,127.48,9606.02,6,8,138.00,0.00
11/30/20,Merced,California,12175,181.00,6047,CA,County,277680,4384.54,65.18,127.48,9606.02,6,8,487.00,2.00
12/01/20,Merced,California,12281,182.00,6047,CA,County,277680,4422.72,65.54,127.48,9606.02,6,8,106.00,1.00
12/02/20,Merced,California,12427,185.00,6047,CA,County,277680,4475.30,66.62,127.48,9606.02,6,8,146.00,3.00
12/03/20,Merced,California,12622,186.00,6047,CA,County,277680,4545.52,66.98,127.48,9606.02,6,8,195.00,1.00
12/04/20,Merced,California,12891,191.00,6047,CA,County,277680,4642.39,68.78,127.48,9606.02,6,8,269.00,5.00
12/05/20,Merced,California,12891,191.00,6047,CA,County,277680,4642.39,68.78,127.48,9606.02,6,8,0.00,0.00
12/06/20,Merced,California,12891,191.00,6047,CA,County,277680,4642.39,68.78,127.48,9606.02,6,8,0.00,0.00
12/07/20,Merced,California,13637,194.00,6047,CA,County,277680,4911.05,69.86,127.48,9606.02,6,8,746.00,3.00
12/08/20,Merced,California,13851,198.00,6047,CA,County,277680,4988.12,71.31,127.48,9606.02,6,8,214.00,4.00
12/09/20,Merced,California,14058,201.00,6047,CA,County,277680,5062.66,72.39,127.48,9606.02,6,8,207.00,3.00
12/10/20,Merced,California,14310,202.00,6047,CA,County,277680,5153.41,72.75,127.48,9606.02,6,8,252.00,1.00
12/11/20,Merced,California,14483,207.00,6047,CA,County,277680,5215.72,74.55,127.48,9606.02,6,8,173.00,5.00
12/12/20,Merced,California,14483,207.00,6047,CA,County,277680,5215.72,74.55,127.48,9606.02,6,8,0.00,0.00
12/13/20,Merced,California,14483,207.00,6047,CA,County,277680,5215.72,74.55,127.48,9606.02,6,8,0.00,0.00
12/14/20,Merced,California,14483,207.00,6047,CA,County,277680,5215.72,74.55,127.48,9606.02,6,8,0.00,0.00
12/15/20,Merced,California,14572,207.00,6047,CA,County,277680,5247.77,74.55,127.48,9606.02,6,8,89.00,0.00
12/16/20,Merced,California,15120,207.00,6047,CA,County,277680,5445.12,74.55,127.48,9606.02,6,8,548.00,0.00
12/17/20,Merced,California,15443,207.00,6047,CA,County,277680,5561.44,74.55,127.48,9606.02,6,8,323.00,0.00
12/18/20,Merced,California,16026,216.00,6047,CA,County,277680,5771.39,77.79,127.48,9606.02,6,8,583.00,9.00
12/19/20,Merced,California,16026,216.00,6047,CA,County,277680,5771.39,77.79,127.48,9606.02,6,8,0.00,0.00
12/20/20,Merced,California,16230,216.00,6047,CA,County,277680,5844.86,77.79,127.48,9606.02,6,8,204.00,0.00
12/21/20,Merced,California,16760,223.00,6047,CA,County,277680,6035.72,80.31,127.48,9606.02,6,8,530.00,7.00
12/22/20,Merced,California,17111,225.00,6047,CA,County,277680,6162.13,81.03,127.48,9606.02,6,8,351.00,2.00
12/23/20,Merced,California,17785,232.00,6047,CA,County,277680,6404.85,83.55,127.48,9606.02,6,8,674.00,7.00
12/24/20,Merced,California,17785,232.00,6047,CA,County,277680,6404.85,83.55,127.48,9606.02,6,8,0.00,0.00
12/25/20,Merced,California,17785,232.00,6047,CA,County,277680,6404.85,83.55,127.48,9606.02,6,8,0.00,0.00
12/26/20,Merced,California,17785,232.00,6047,CA,County,277680,6404.85,83.55,127.48,9606.02,6,8,0.00,0.00
12/27/20,Merced,California,17890,232.00,6047,CA,County,277680,6442.67,83.55,127.48,9606.02,6,8,105.00,0.00
12/28/20,Merced,California,18843,248.00,6047,CA,County,277680,6785.87,89.31,127.48,9606.02,6,8,953.00,16.00
12/29/20,Merced,California,19066,248.00,6047,CA,County,277680,6866.18,89.31,127.48,9606.02,6,8,223.00,0.00
12/30/20,Merced,California,19245,252.00,6047,CA,County,277680,6930.64,90.75,127.48,9606.02,6,8,179.00,4.00
12/31/20,Merced,California,19444,260.00,6047,CA,County,277680,7002.30,93.63,127.48,9606.02,6,8,199.00,8.00
01/01/21,Merced,California,19444,260.00,6047,CA,County,277680,7002.30,93.63,127.48,9606.02,6,8,0.00,0.00
01/02/21,Merced,California,19444,260.00,6047,CA,County,277680,7002.30,93.63,127.48,9606.02,6,8,0.00,0.00
01/03/21,Merced,California,19444,260.00,6047,CA,County,277680,7002.30,93.63,127.48,9606.02,6,8,0.00,0.00
01/04/21,Merced,California,20402,264.00,6047,CA,County,277680,7347.31,95.07,127.48,9606.02,6,8,958.00,4.00
01/05/21,Merced,California,20774,266.00,6047,CA,County,277680,7481.27,95.79,127.48,9606.02,6,8,372.00,2.00
01/06/21,Merced,California,20915,269.00,6047,CA,County,277680,7532.05,96.87,127.48,9606.02,6,8,141.00,3.00
01/07/21,Merced,California,21139,275.00,6047,CA,County,277680,7612.72,99.03,127.48,9606.02,6,8,224.00,6.00
01/08/21,Merced,California,21506,279.00,6047,CA,County,277680,7744.89,100.48,127.48,9606.02,6,8,367.00,4.00
01/09/21,Merced,California,21506,279.00,6047,CA,County,277680,7744.89,100.48,127.48,9606.02,6,8,0.00,0.00
01/10/21,Merced,California,21506,279.00,6047,CA,County,277680,7744.89,100.48,127.48,9606.02,6,8,0.00,0.00
01/11/21,Merced,California,22355,283.00,6047,CA,County,277680,8050.63,101.92,127.48,9606.02,6,8,849.00,4.00
01/12/21,Merced,California,22649,285.00,6047,CA,County,277680,8156.51,102.64,127.48,9606.02,6,8,294.00,2.00
01/13/21,Merced,California,22932,287.00,6047,CA,County,277680,8258.43,103.36,127.48,9606.02,6,8,283.00,2.00
01/14/21,Merced,California,23199,290.00,6047,CA,County,277680,8354.58,104.44,127.48,9606.02,6,8,267.00,3.00
01/15/21,Merced,California,23492,296.00,6047,CA,County,277680,8460.10,106.60,127.48,9606.02,6,8,293.00,6.00
01/16/21,Merced,California,23492,296.00,6047,CA,County,277680,8460.10,106.60,127.48,9606.02,6,8,0.00,0.00
01/17/21,Merced,California,23492,296.00,6047,CA,County,277680,8460.10,106.60,127.48,9606.02,6,8,0.00,0.00
01/18/21,Merced,California,23800,296.00,6047,CA,County,277680,8571.02,106.60,127.48,9606.02,6,8,308.00,0.00
01/19/21,Merced,California,24452,308.00,6047,CA,County,277680,8805.82,110.92,127.48,9606.02,6,8,652.00,12.00
01/20/21,Merced,California,24570,316.00,6047,CA,County,277680,8848.31,113.80,127.48,9606.02,6,8,118.00,8.00
01/21/21,Merced,California,24788,320.00,6047,CA,County,277680,8926.82,115.24,127.48,9606.02,6,8,218.00,4.00
01/22/21,Merced,California,25048,324.00,6047,CA,County,277680,9020.46,116.68,127.48,9606.02,6,8,260.00,4.00
01/23/21,Merced,California,25048,324.00,6047,CA,County,277680,9020.46,116.68,127.48,9606.02,6,8,0.00,0.00
01/24/21,Merced,California,25048,324.00,6047,CA,County,277680,9020.46,116.68,127.48,9606.02,6,8,0.00,0.00
01/25/21,Merced,California,25575,331.00,6047,CA,County,277680,9210.24,119.20,127.48,9606.02,6,8,527.00,7.00
01/26/21,Merced,California,25743,332.00,6047,CA,County,277680,9270.74,119.56,127.48,9606.02,6,8,168.00,1.00
01/27/21,Merced,California,25834,339.00,6047,CA,County,277680,9303.51,122.08,127.48,9606.02,6,8,91.00,7.00
01/28/21,Merced,California,26038,349.00,6047,CA,County,277680,9376.98,125.68,127.48,9606.02,6,8,204.00,10.00
01/29/21,Merced,California,26230,350.00,6047,CA,County,277680,9446.13,126.04,127.48,9606.02,6,8,192.00,1.00
01/30/21,Merced,California,26230,350.00,6047,CA,County,277680,9446.13,126.04,127.48,9606.02,6,8,0.00,0.00
01/31/21,Merced,California,26230,350.00,6047,CA,County,277680,9446.13,126.04,127.48,9606.02,6,8,0.00,0.00
02/01/21,Merced,California,26674,354.00,6047,CA,County,277680,9606.02,127.48,127.48,9606.02,6,8,444.00,4.00
03/12/20,Tulare,California,1,0.00,6107,CA,County,466195,0.21,0.00,126.13,9532.49,7,9,1.00,0.00
03/13/20,Tulare,California,2,0.00,6107,CA,County,466195,0.43,0.00,126.13,9532.49,7,9,1.00,0.00
03/14/20,Tulare,California,3,0.00,6107,CA,County,466195,0.64,0.00,126.13,9532.49,7,9,1.00,0.00
03/15/20,Tulare,California,3,0.00,6107,CA,County,466195,0.64,0.00,126.13,9532.49,7,9,0.00,0.00
03/16/20,Tulare,California,3,0.00,6107,CA,County,466195,0.64,0.00,126.13,9532.49,7,9,0.00,0.00
03/17/20,Tulare,California,3,0.00,6107,CA,County,466195,0.64,0.00,126.13,9532.49,7,9,0.00,0.00
03/18/20,Tulare,California,5,0.00,6107,CA,County,466195,1.07,0.00,126.13,9532.49,7,9,2.00,0.00
03/19/20,Tulare,California,7,0.00,6107,CA,County,466195,1.50,0.00,126.13,9532.49,7,9,2.00,0.00
03/20/20,Tulare,California,11,0.00,6107,CA,County,466195,2.36,0.00,126.13,9532.49,7,9,4.00,0.00
03/21/20,Tulare,California,11,0.00,6107,CA,County,466195,2.36,0.00,126.13,9532.49,7,9,0.00,0.00
03/22/20,Tulare,California,12,0.00,6107,CA,County,466195,2.57,0.00,126.13,9532.49,7,9,1.00,0.00
03/23/20,Tulare,California,16,0.00,6107,CA,County,466195,3.43,0.00,126.13,9532.49,7,9,4.00,0.00
03/24/20,Tulare,California,17,0.00,6107,CA,County,466195,3.65,0.00,126.13,9532.49,7,9,1.00,0.00
03/25/20,Tulare,California,18,0.00,6107,CA,County,466195,3.86,0.00,126.13,9532.49,7,9,1.00,0.00
03/26/20,Tulare,California,20,0.00,6107,CA,County,466195,4.29,0.00,126.13,9532.49,7,9,2.00,0.00
03/27/20,Tulare,California,24,0.00,6107,CA,County,466195,5.15,0.00,126.13,9532.49,7,9,4.00,0.00
03/28/20,Tulare,California,29,1.00,6107,CA,County,466195,6.22,0.21,126.13,9532.49,7,9,5.00,1.00
03/29/20,Tulare,California,35,1.00,6107,CA,County,466195,7.51,0.21,126.13,9532.49,7,9,6.00,0.00
03/30/20,Tulare,California,43,1.00,6107,CA,County,466195,9.22,0.21,126.13,9532.49,7,9,8.00,0.00
03/31/20,Tulare,California,45,1.00,6107,CA,County,466195,9.65,0.21,126.13,9532.49,7,9,2.00,0.00
04/01/20,Tulare,California,59,2.00,6107,CA,County,466195,12.66,0.43,126.13,9532.49,7,9,14.00,1.00
04/02/20,Tulare,California,74,2.00,6107,CA,County,466195,15.87,0.43,126.13,9532.49,7,9,15.00,0.00
04/03/20,Tulare,California,81,3.00,6107,CA,County,466195,17.37,0.64,126.13,9532.49,7,9,7.00,1.00
04/04/20,Tulare,California,107,5.00,6107,CA,County,466195,22.95,1.07,126.13,9532.49,7,9,26.00,2.00
04/05/20,Tulare,California,116,5.00,6107,CA,County,466195,24.88,1.07,126.13,9532.49,7,9,9.00,0.00
04/06/20,Tulare,California,135,6.00,6107,CA,County,466195,28.96,1.29,126.13,9532.49,7,9,19.00,1.00
04/07/20,Tulare,California,157,6.00,6107,CA,County,466195,33.68,1.29,126.13,9532.49,7,9,22.00,0.00
04/08/20,Tulare,California,168,7.00,6107,CA,County,466195,36.04,1.50,126.13,9532.49,7,9,11.00,1.00
04/09/20,Tulare,California,187,10.00,6107,CA,County,466195,40.11,2.15,126.13,9532.49,7,9,19.00,3.00
04/10/20,Tulare,California,203,11.00,6107,CA,County,466195,43.54,2.36,126.13,9532.49,7,9,16.00,1.00
04/11/20,Tulare,California,227,11.00,6107,CA,County,466195,48.69,2.36,126.13,9532.49,7,9,24.00,0.00
04/12/20,Tulare,California,227,11.00,6107,CA,County,466195,48.69,2.36,126.13,9532.49,7,9,0.00,0.00
04/13/20,Tulare,California,264,13.00,6107,CA,County,466195,56.63,2.79,126.13,9532.49,7,9,37.00,2.00
04/14/20,Tulare,California,296,13.00,6107,CA,County,466195,63.49,2.79,126.13,9532.49,7,9,32.00,0.00
04/15/20,Tulare,California,352,15.00,6107,CA,County,466195,75.50,3.22,126.13,9532.49,7,9,56.00,2.00
04/16/20,Tulare,California,372,17.00,6107,CA,County,466195,79.79,3.65,126.13,9532.49,7,9,20.00,2.00
04/17/20,Tulare,California,382,17.00,6107,CA,County,466195,81.94,3.65,126.13,9532.49,7,9,10.00,0.00
04/18/20,Tulare,California,397,17.00,6107,CA,County,466195,85.16,3.65,126.13,9532.49,7,9,15.00,0.00
04/19/20,Tulare,California,411,17.00,6107,CA,County,466195,88.16,3.65,126.13,9532.49,7,9,14.00,0.00
04/20/20,Tulare,California,422,18.00,6107,CA,County,466195,90.52,3.86,126.13,9532.49,7,9,11.00,1.00
04/21/20,Tulare,California,436,22.00,6107,CA,County,466195,93.52,4.72,126.13,9532.49,7,9,14.00,4.00
04/22/20,Tulare,California,441,25.00,6107,CA,County,466195,94.60,5.36,126.13,9532.49,7,9,5.00,3.00
04/23/20,Tulare,California,453,25.00,6107,CA,County,466195,97.17,5.36,126.13,9532.49,7,9,12.00,0.00
04/24/20,Tulare,California,472,28.00,6107,CA,County,466195,101.25,6.01,126.13,9532.49,7,9,19.00,3.00
04/25/20,Tulare,California,491,32.00,6107,CA,County,466195,105.32,6.86,126.13,9532.49,7,9,19.00,4.00
04/26/20,Tulare,California,504,32.00,6107,CA,County,466195,108.11,6.86,126.13,9532.49,7,9,13.00,0.00
04/27/20,Tulare,California,532,32.00,6107,CA,County,466195,114.12,6.86,126.13,9532.49,7,9,28.00,0.00
04/28/20,Tulare,California,578,35.00,6107,CA,County,466195,123.98,7.51,126.13,9532.49,7,9,46.00,3.00
04/29/20,Tulare,California,626,36.00,6107,CA,County,466195,134.28,7.72,126.13,9532.49,7,9,48.00,1.00
04/30/20,Tulare,California,640,40.00,6107,CA,County,466195,137.28,8.58,126.13,9532.49,7,9,14.00,4.00
05/01/20,Tulare,California,680,40.00,6107,CA,County,466195,145.86,8.58,126.13,9532.49,7,9,40.00,0.00
05/02/20,Tulare,California,720,40.00,6107,CA,County,466195,154.44,8.58,126.13,9532.49,7,9,40.00,0.00
05/03/20,Tulare,California,743,40.00,6107,CA,County,466195,159.38,8.58,126.13,9532.49,7,9,23.00,0.00
05/04/20,Tulare,California,757,40.00,6107,CA,County,466195,162.38,8.58,126.13,9532.49,7,9,14.00,0.00
05/05/20,Tulare,California,858,40.00,6107,CA,County,466195,184.04,8.58,126.13,9532.49,7,9,101.00,0.00
05/06/20,Tulare,California,916,41.00,6107,CA,County,466195,196.48,8.79,126.13,9532.49,7,9,58.00,1.00
05/07/20,Tulare,California,969,43.00,6107,CA,County,466195,207.85,9.22,126.13,9532.49,7,9,53.00,2.00
05/08/20,Tulare,California,1013,44.00,6107,CA,County,466195,217.29,9.44,126.13,9532.49,7,9,44.00,1.00
05/09/20,Tulare,California,1079,46.00,6107,CA,County,466195,231.45,9.87,126.13,9532.49,7,9,66.00,2.00
05/10/20,Tulare,California,1140,48.00,6107,CA,County,466195,244.53,10.30,126.13,9532.49,7,9,61.00,2.00
05/11/20,Tulare,California,1159,50.00,6107,CA,County,466195,248.61,10.73,126.13,9532.49,7,9,19.00,2.00
05/12/20,Tulare,California,1241,52.00,6107,CA,County,466195,266.20,11.15,126.13,9532.49,7,9,82.00,2.00
05/13/20,Tulare,California,1268,54.00,6107,CA,County,466195,271.99,11.58,126.13,9532.49,7,9,27.00,2.00
05/14/20,Tulare,California,1295,54.00,6107,CA,County,466195,277.78,11.58,126.13,9532.49,7,9,27.00,0.00
05/15/20,Tulare,California,1338,64.00,6107,CA,County,466195,287.00,13.73,126.13,9532.49,7,9,43.00,10.00
05/16/20,Tulare,California,1426,67.00,6107,CA,County,466195,305.88,14.37,126.13,9532.49,7,9,88.00,3.00
05/17/20,Tulare,California,1430,67.00,6107,CA,County,466195,306.74,14.37,126.13,9532.49,7,9,4.00,0.00
05/18/20,Tulare,California,1436,67.00,6107,CA,County,466195,308.03,14.37,126.13,9532.49,7,9,6.00,0.00
05/19/20,Tulare,California,1539,71.00,6107,CA,County,466195,330.12,15.23,126.13,9532.49,7,9,103.00,4.00
05/20/20,Tulare,California,1552,73.00,6107,CA,County,466195,332.91,15.66,126.13,9532.49,7,9,13.00,2.00
05/21/20,Tulare,California,1603,74.00,6107,CA,County,466195,343.85,15.87,126.13,9532.49,7,9,51.00,1.00
05/22/20,Tulare,California,1641,75.00,6107,CA,County,466195,352.00,16.09,126.13,9532.49,7,9,38.00,1.00
05/23/20,Tulare,California,1662,75.00,6107,CA,County,466195,356.50,16.09,126.13,9532.49,7,9,21.00,0.00
05/24/20,Tulare,California,1682,75.00,6107,CA,County,466195,360.79,16.09,126.13,9532.49,7,9,20.00,0.00
05/25/20,Tulare,California,1684,75.00,6107,CA,County,466195,361.22,16.09,126.13,9532.49,7,9,2.00,0.00
05/26/20,Tulare,California,1771,79.00,6107,CA,County,466195,379.88,16.95,126.13,9532.49,7,9,87.00,4.00
05/27/20,Tulare,California,1796,79.00,6107,CA,County,466195,385.25,16.95,126.13,9532.49,7,9,25.00,0.00
05/28/20,Tulare,California,1835,80.00,6107,CA,County,466195,393.61,17.16,126.13,9532.49,7,9,39.00,1.00
05/29/20,Tulare,California,1844,84.00,6107,CA,County,466195,395.54,18.02,126.13,9532.49,7,9,9.00,4.00
05/30/20,Tulare,California,1852,84.00,6107,CA,County,466195,397.26,18.02,126.13,9532.49,7,9,8.00,0.00
05/31/20,Tulare,California,1879,84.00,6107,CA,County,466195,403.05,18.02,126.13,9532.49,7,9,27.00,0.00
06/01/20,Tulare,California,1897,89.00,6107,CA,County,466195,406.91,19.09,126.13,9532.49,7,9,18.00,5.00
06/02/20,Tulare,California,2004,89.00,6107,CA,County,466195,429.86,19.09,126.13,9532.49,7,9,107.00,0.00
06/03/20,Tulare,California,2026,90.00,6107,CA,County,466195,434.58,19.31,126.13,9532.49,7,9,22.00,1.00
06/04/20,Tulare,California,2083,92.00,6107,CA,County,466195,446.81,19.73,126.13,9532.49,7,9,57.00,2.00
06/05/20,Tulare,California,2116,92.00,6107,CA,County,466195,453.89,19.73,126.13,9532.49,7,9,33.00,0.00
06/06/20,Tulare,California,2180,92.00,6107,CA,County,466195,467.62,19.73,126.13,9532.49,7,9,64.00,0.00
06/07/20,Tulare,California,2213,92.00,6107,CA,County,466195,474.69,19.73,126.13,9532.49,7,9,33.00,0.00
06/08/20,Tulare,California,2220,94.00,6107,CA,County,466195,476.20,20.16,126.13,9532.49,7,9,7.00,2.00
06/09/20,Tulare,California,2381,94.00,6107,CA,County,466195,510.73,20.16,126.13,9532.49,7,9,161.00,0.00
06/10/20,Tulare,California,2432,96.00,6107,CA,County,466195,521.67,20.59,126.13,9532.49,7,9,51.00,2.00
06/11/20,Tulare,California,2475,98.00,6107,CA,County,466195,530.89,21.02,126.13,9532.49,7,9,43.00,2.00
06/12/20,Tulare,California,2564,98.00,6107,CA,County,466195,549.98,21.02,126.13,9532.49,7,9,89.00,0.00
06/13/20,Tulare,California,2564,98.00,6107,CA,County,466195,549.98,21.02,126.13,9532.49,7,9,0.00,0.00
06/14/20,Tulare,California,2626,98.00,6107,CA,County,466195,563.28,21.02,126.13,9532.49,7,9,62.00,0.00
06/15/20,Tulare,California,2664,98.00,6107,CA,County,466195,571.43,21.02,126.13,9532.49,7,9,38.00,0.00
06/16/20,Tulare,California,2798,98.00,6107,CA,County,466195,600.18,21.02,126.13,9532.49,7,9,134.00,0.00
06/17/20,Tulare,California,2881,106.00,6107,CA,County,466195,617.98,22.74,126.13,9532.49,7,9,83.00,8.00
06/18/20,Tulare,California,3004,107.00,6107,CA,County,466195,644.37,22.95,126.13,9532.49,7,9,123.00,1.00
06/19/20,Tulare,California,3046,111.00,6107,CA,County,466195,653.37,23.81,126.13,9532.49,7,9,42.00,4.00
06/20/20,Tulare,California,3053,111.00,6107,CA,County,466195,654.88,23.81,126.13,9532.49,7,9,7.00,0.00
06/21/20,Tulare,California,3172,111.00,6107,CA,County,466195,680.40,23.81,126.13,9532.49,7,9,119.00,0.00
06/22/20,Tulare,California,3177,113.00,6107,CA,County,466195,681.47,24.24,126.13,9532.49,7,9,5.00,2.00
06/23/20,Tulare,California,3434,116.00,6107,CA,County,466195,736.60,24.88,126.13,9532.49,7,9,257.00,3.00
06/24/20,Tulare,California,3533,118.00,6107,CA,County,466195,757.84,25.31,126.13,9532.49,7,9,99.00,2.00
06/25/20,Tulare,California,3646,119.00,6107,CA,County,466195,782.08,25.53,126.13,9532.49,7,9,113.00,1.00
06/26/20,Tulare,California,3705,122.00,6107,CA,County,466195,794.73,26.17,126.13,9532.49,7,9,59.00,3.00
06/27/20,Tulare,California,3720,122.00,6107,CA,County,466195,797.95,26.17,126.13,9532.49,7,9,15.00,0.00
06/28/20,Tulare,California,3810,122.00,6107,CA,County,466195,817.25,26.17,126.13,9532.49,7,9,90.00,0.00
06/29/20,Tulare,California,3872,124.00,6107,CA,County,466195,830.55,26.60,126.13,9532.49,7,9,62.00,2.00
06/30/20,Tulare,California,4156,126.00,6107,CA,County,466195,891.47,27.03,126.13,9532.49,7,9,284.00,2.00
07/01/20,Tulare,California,4323,128.00,6107,CA,County,466195,927.29,27.46,126.13,9532.49,7,9,167.00,2.00
07/02/20,Tulare,California,4521,133.00,6107,CA,County,466195,969.77,28.53,126.13,9532.49,7,9,198.00,5.00
07/03/20,Tulare,California,4627,136.00,6107,CA,County,466195,992.50,29.17,126.13,9532.49,7,9,106.00,3.00
07/04/20,Tulare,California,4656,136.00,6107,CA,County,466195,998.72,29.17,126.13,9532.49,7,9,29.00,0.00
07/05/20,Tulare,California,4802,136.00,6107,CA,County,466195,1030.04,29.17,126.13,9532.49,7,9,146.00,0.00
07/06/20,Tulare,California,5009,136.00,6107,CA,County,466195,1074.44,29.17,126.13,9532.49,7,9,207.00,0.00
07/07/20,Tulare,California,5175,139.00,6107,CA,County,466195,1110.05,29.82,126.13,9532.49,7,9,166.00,3.00
07/08/20,Tulare,California,5298,148.00,6107,CA,County,466195,1136.43,31.75,126.13,9532.49,7,9,123.00,9.00
07/09/20,Tulare,California,5509,148.00,6107,CA,County,466195,1181.69,31.75,126.13,9532.49,7,9,211.00,0.00
07/10/20,Tulare,California,5678,152.00,6107,CA,County,466195,1217.95,32.60,126.13,9532.49,7,9,169.00,4.00
07/11/20,Tulare,California,5678,152.00,6107,CA,County,466195,1217.95,32.60,126.13,9532.49,7,9,0.00,0.00
07/12/20,Tulare,California,5780,152.00,6107,CA,County,466195,1239.82,32.60,126.13,9532.49,7,9,102.00,0.00
07/13/20,Tulare,California,5942,152.00,6107,CA,County,466195,1274.57,32.60,126.13,9532.49,7,9,162.00,0.00
07/14/20,Tulare,California,6209,153.00,6107,CA,County,466195,1331.85,32.82,126.13,9532.49,7,9,267.00,1.00
07/15/20,Tulare,California,6332,153.00,6107,CA,County,466195,1358.23,32.82,126.13,9532.49,7,9,123.00,0.00
07/16/20,Tulare,California,6480,161.00,6107,CA,County,466195,1389.98,34.53,126.13,9532.49,7,9,148.00,8.00
07/17/20,Tulare,California,6683,165.00,6107,CA,County,466195,1433.52,35.39,126.13,9532.49,7,9,203.00,4.00
07/18/20,Tulare,California,6683,165.00,6107,CA,County,466195,1433.52,35.39,126.13,9532.49,7,9,0.00,0.00
07/19/20,Tulare,California,6810,165.00,6107,CA,County,466195,1460.76,35.39,126.13,9532.49,7,9,127.00,0.00
07/20/20,Tulare,California,6896,167.00,6107,CA,County,466195,1479.21,35.82,126.13,9532.49,7,9,86.00,2.00
