Date,Country,Sex,AgeGroup,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative,Population
20200925,S92000003,Total,15 to 19,177,1980,702.2322474,0,0,0,31180,11058.38458,281958
20200925,S92000003,Total,20 to 24,98,2255,649.0030392,0,0,0,50641,14574.79508,347456
20200925,S92000003,Total,25 to 44,119,7080,497.3055591,0,17,1,211464,14853.42129,1423672
20200925,S92000003,Total,45 to 64,119,8193,546.0674876,0,203,13,172329,11485.81278,1500364
20200925,S92000003,Total,65 to 74,25,1995,344.9766557,0,399,68,51643,8930.140066,578300
20200925,S92000003,Total,75 to 84,11,2753,812.6745346,0,859,253,45247,13356.73253,338758
20200925,S92000003,Total,85plus,5,2875,2262.229811,1,1039,817,29271,23032.2535,127087
20200925,S92000003,Total,Total,576,27766,508.227628,1,2517,46,699412,12802.00611,5463300
20200926,S92000003,Female,15 to 19,65,1154,837.5306635,0,0,0,16918,12278.4608,137786
20200926,S92000003,Female,20 to 24,29,1310,764.3386429,0,0,0,29830,17404.7494,171390
20200926,S92000003,Female,25 to 44,50,4342,602.6554593,0,6,0,124620,17296.85015,720478
20200926,S92000003,Female,45 to 64,56,4924,636.1880398,0,72,9,103346,13352.45515,773985
20200926,S92000003,Female,65 to 74,12,911,302.1548851,0,143,47,26216,8695.161873,301501
20200926,S92000003,Female,75 to 84,2,1442,754.8789681,0,359,187,24491,12820.90209,191024
20200926,S92000003,Female,85plus,1,1944,2365.136141,0,616,749,19292,23471.29961,82194
20200926,S92000003,Female,Total,229,16368,584.5094288,0,1196,42,394641,14092.82658,2800297
20200926,S92000003,Male,15 to 19,51,940,651.9990012,0,0,0,14601,10127.48661,144172
20200926,S92000003,Male,20 to 24,42,1009,573.0805493,0,0,0,21156,12015.94856,176066
20200926,S92000003,Male,25 to 44,50,2779,395.1967736,0,11,1,87121,12389.32642,703194
20200926,S92000003,Male,45 to 64,43,3308,455.4096415,0,131,18,69076,9509.636154,726379
20200926,S92000003,Male,65 to 74,8,1099,397.0390066,1,257,92,25620,9255.813785,276799
20200926,S92000003,Male,75 to 84,3,1316,890.790204,1,501,339,20908,14152.46321,147734
20200926,S92000003,Male,85plus,1,933,2078.275009,0,423,942,10071,22433.3415,44893
20200926,S92000003,Male,Total,208,11702,439.4287201,2,1323,49,306631,11514.48196,2663003
20200926,S92000003,Total,15 to 19,116,2096,743.3731265,0,0,0,31550,11189.6098,281958
20200926,S92000003,Total,20 to 24,71,2326,669.4372813,0,0,0,51108,14709.20059,347456
20200926,S92000003,Total,25 to 44,100,7180,504.329649,0,17,1,212422,14920.71207,1423672
20200926,S92000003,Total,45 to 64,99,8292,552.6658864,0,203,13,173127,11538.99987,1500364
20200926,S92000003,Total,65 to 74,20,2015,348.4350683,1,400,69,51880,8971.122255,578300
20200926,S92000003,Total,75 to 84,5,2758,814.1505145,1,860,253,45424,13408.98222,338758
20200926,S92000003,Total,85plus,2,2877,2263.803536,0,1039,817,29383,23120.3821,127087
20200926,S92000003,Total,Total,437,28203,516.2264565,2,2519,46,702948,12866.7289,5463300
20200927,S92000003,Female,15 to 19,54,1208,876.721873,0,0,0,17050,12374.26154,137786
20200927,S92000003,Female,20 to 24,29,1339,781.2591166,0,0,0,30046,17530.77776,171390
20200927,S92000003,Female,25 to 44,49,4391,609.4564997,0,6,0,125143,17369.44084,720478
20200927,S92000003,Female,45 to 64,37,4961,640.9684942,0,72,9,103704,13398.70928,773985
20200927,S92000003,Female,65 to 74,10,921,305.4716236,0,143,47,26378,8748.893038,301501
20200927,S92000003,Female,75 to 84,3,1445,756.4494514,0,359,187,24589,12872.20454,191024
20200927,S92000003,Female,85plus,1,1945,2366.352775,0,616,749,19375,23572.28022,82194
20200927,S92000003,Female,Total,190,16558,591.2944234,0,1196,42,396383,14155.03427,2800297
20200927,S92000003,Male,15 to 19,42,982,681.1308715,0,0,0,14716,10207.25245,144172
20200927,S92000003,Male,20 to 24,38,1047,594.6633649,0,0,0,21333,12116.47905,176066
20200927,S92000003,Male,25 to 44,36,2815,400.3162712,0,11,1,87534,12448.05843,703194
20200927,S92000003,Male,45 to 64,39,3347,460.7787395,0,131,18,69407,9555.204652,726379
20200927,S92000003,Male,65 to 74,6,1105,399.2066445,1,258,93,25752,9303.501819,276799
20200927,S92000003,Male,75 to 84,2,1318,892.1439885,1,502,339,20996,14212.02973,147734
20200927,S92000003,Male,85plus,1,934,2080.502528,0,423,942,10098,22493.48451,44893
20200927,S92000003,Male,Total,169,11871,445.774939,2,1325,49,308113,11570.13342,2663003
20200927,S92000003,Total,15 to 19,96,2192,777.4207506,0,0,0,31797,11277.2115,281958
20200927,S92000003,Total,20 to 24,67,2393,688.7202984,0,0,0,51501,14822.30844,347456
20200927,S92000003,Total,25 to 44,85,7265,510.3001253,0,17,1,213358,14986.45755,1423672
20200927,S92000003,Total,45 to 64,76,8368,557.7313239,0,203,13,173816,11584.92206,1500364
20200927,S92000003,Total,65 to 74,16,2031,351.2017984,1,401,69,52174,9021.96092,578300
20200927,S92000003,Total,75 to 84,5,2763,815.6264944,1,861,254,45610,13463.88868,338758
20200927,S92000003,Total,85plus,2,2879,2265.377261,0,1039,817,29493,23206.93698,127087
20200927,S92000003,Total,Total,359,28562,522.7975766,2,2521,46,706172,12925.74085,5463300
20200928,S92000003,Female,15 to 19,87,1295,939.8632662,0,0,0,17310,12562.95995,137786
20200928,S92000003,Female,20 to 24,55,1394,813.3496703,0,0,0,30387,17729.73919,171390
20200928,S92000003,Female,25 to 44,78,4469,620.2826457,0,6,0,125972,17484.50334,720478
20200928,S92000003,Female,45 to 64,77,5038,650.9170074,0,72,9,104381,13486.17867,773985
20200928,S92000003,Female,65 to 74,18,939,311.4417531,0,143,47,26553,8806.935964,301501
20200928,S92000003,Female,75 to 84,7,1452,760.1139124,0,359,187,24719,12940.25882,191024
20200928,S92000003,Female,85plus,3,1948,2370.002677,1,617,750,19465,23681.77726,82194
20200928,S92000003,Female,Total,335,16893,603.2574402,1,1197,42,399244,14257.202,2800297
20200928,S92000003,Male,15 to 19,44,1026,711.6499736,0,0,0,14918,10347.36287,144172
20200928,S92000003,Male,20 to 24,52,1099,624.197744,0,0,0,21635,12288.00563,176066
20200928,S92000003,Male,25 to 44,68,2883,409.9864333,0,11,1,88235,12547.74643,703194
20200928,S92000003,Male,45 to 64,80,3427,471.7922737,0,131,18,69915,9625.140595,726379
20200928,S92000003,Male,65 to 74,21,1126,406.7933771,0,258,93,25941,9371.782413,276799
20200928,S92000003,Male,75 to 84,12,1330,900.2666955,2,504,341,21121,14296.64126,147734
20200928,S92000003,Male,85plus,3,937,2087.185085,0,423,942,10146,22600.40541,44893
20200928,S92000003,Male,Total,290,12161,456.6649005,2,1327,49,310645,11665.21405,2663003
20200928,S92000003,Total,15 to 19,131,2323,823.881571,0,0,0,32259,11441.06569,281958
20200928,S92000003,Total,20 to 24,107,2500,719.5155646,0,0,0,52145,15007.65565,347456
20200928,S92000003,Total,25 to 44,146,7411,520.5552964,0,17,1,214888,15093.92613,1423672
20200928,S92000003,Total,45 to 64,157,8525,568.1954512,0,203,13,175001,11663.90289,1500364
20200928,S92000003,Total,65 to 74,39,2070,357.9457029,0,401,69,52538,9084.904029,578300
20200928,S92000003,Total,75 to 84,19,2782,821.2352181,2,863,254,45865,13539.16365,338758
20200928,S92000003,Total,85plus,6,2885,2270.098437,1,1040,818,29631,23315.52401,127087
20200928,S92000003,Total,Total,625,29187,534.2375487,3,2524,46,711566,13024.47239,5463300
20200929,S92000003,Female,15 to 19,79,1374,997.1985543,0,0,0,17538,12728.43395,137786
20200929,S92000003,Female,20 to 24,44,1438,839.0221133,0,0,0,30769,17952.62267,171390
20200929,S92000003,Female,25 to 44,76,4545,630.8311982,0,6,0,126917,17615.66627,720478
20200929,S92000003,Female,45 to 64,91,5129,662.6743412,0,72,9,105188,13590.44426,773985
20200929,S92000003,Female,65 to 74,10,949,314.7584917,0,143,47,26774,8880.235886,301501
20200929,S92000003,Female,75 to 84,7,1459,763.7783734,0,359,187,24865,13016.689,191024
20200929,S92000003,Female,85plus,8,1956,2379.735747,0,617,750,19560,23797.35747,82194
20200929,S92000003,Female,Total,338,17231,615.3275885,0,1197,42,402454,14371.8327,2800297
20200929,S92000003,Male,15 to 19,51,1077,747.0243875,0,0,0,15148,10506.89454,144172
20200929,S92000003,Male,20 to 24,52,1151,653.7321232,0,0,0,22002,12496.45019,176066
20200929,S92000003,Male,25 to 44,89,2972,422.6429691,0,11,1,89034,12661.37083,703194
20200929,S92000003,Male,45 to 64,89,3516,484.0448306,0,131,18,70520,9708.430447,726379
20200929,S92000003,Male,65 to 74,15,1141,412.2124719,1,259,93,26149,9446.927193,276799
20200929,S92000003,Male,75 to 84,7,1337,905.0049413,0,504,341,21272,14398.85199,147734
20200929,S92000003,Male,85plus,1,938,2089.412603,0,423,942,10191,22700.64375,44893
20200929,S92000003,Male,Total,323,12484,468.7940644,1,1328,49,313491,11772.08587,2663003
20200929,S92000003,Total,15 to 19,130,2453,869.9877287,0,0,0,32717,11603.50123,281958
20200929,S92000003,Total,20 to 24,96,2596,747.1449622,0,0,0,52894,15223.22251,347456
20200929,S92000003,Total,25 to 44,165,7576,532.1450446,0,17,1,216632,15216.42626,1423672
20200929,S92000003,Total,45 to 64,180,8705,580.1925399,0,203,13,176413,11758.01339,1500364
20200929,S92000003,Total,65 to 74,25,2095,362.2687187,1,402,69,52968,9159.2599,578300
20200929,S92000003,Total,75 to 84,14,2796,825.3679618,0,863,254,46162,13626.83686,338758
20200929,S92000003,Total,85plus,9,2894,2277.180199,0,1040,818,29771,23425.68477,127087
20200929,S92000003,Total,Total,661,29848,546.3364633,1,2525,46,717624,13135.35775,5463300
20200930,S92000003,Female,15 to 19,97,1471,1067.597579,0,0,0,17787,12909.14897,137786
20200930,S92000003,Female,20 to 24,56,1494,871.6961316,0,0,0,31178,18191.2597,171390
20200930,S92000003,Female,25 to 44,112,4657,646.3764334,0,6,0,127844,17744.33085,720478
20200930,S92000003,Female,45 to 64,90,5219,674.3024736,0,72,9,105944,13688.12057,773985
20200930,S92000003,Female,65 to 74,13,962,319.0702518,0,143,47,26949,8938.278812,301501
20200930,S92000003,Female,75 to 84,9,1468,768.4898233,3,362,189,25006,13090.50172,191024
20200930,S92000003,Female,85plus,5,1961,2385.818916,0,617,750,19644,23899.55471,82194
20200930,S92000003,Female,Total,398,17629,629.5403666,3,1200,42,405527,14481.57106,2800297
20200930,S92000003,Male,15 to 19,66,1143,792.8030408,0,0,0,15353,10649.08581,144172
20200930,S92000003,Male,20 to 24,61,1212,688.3782218,0,0,0,22334,12685.01585,176066
20200930,S92000003,Male,25 to 44,90,3062,435.4417131,0,11,1,89781,12767.60041,703194
20200930,S92000003,Male,45 to 64,117,3633,500.1521244,0,131,18,71028,9778.36639,726379
20200930,S92000003,Male,65 to 74,26,1167,421.6055694,0,259,93,26326,9510.87251,276799
20200930,S92000003,Male,75 to 84,10,1347,911.7738638,0,504,341,21379,14471.27946,147734
20200930,S92000003,Male,85plus,1,939,2091.640122,1,424,944,10229,22785.28947,44893
20200930,S92000003,Male,Total,395,12879,483.626943,1,1329,49,316000,11866.30282,2663003
20200930,S92000003,Total,15 to 19,163,2616,927.7977571,0,0,0,33171,11764.51812,281958
20200930,S92000003,Total,20 to 24,117,2713,780.8182907,0,0,0,53635,15436.48692,347456
20200930,S92000003,Total,25 to 44,202,7778,546.3337061,0,17,1,218306,15334.00952,1423672
20200930,S92000003,Total,45 to 64,207,8912,593.989192,0,203,13,177677,11842.25961,1500364
20200930,S92000003,Total,65 to 74,39,2134,369.0126232,0,402,69,53320,9220.127961,578300
20200930,S92000003,Total,75 to 84,19,2815,830.9766854,3,866,255,46410,13700.04546,338758
20200930,S92000003,Total,85plus,6,2900,2281.901375,1,1041,819,29893,23521.682,127087
20200930,S92000003,Total,Total,793,30641,560.8515,4,2529,46,723206,13237.53043,5463300
20201001,S92000003,Female,15 to 19,68,1539,1116.949472,0,0,0,18025,13081.8806,137786
20201001,S92000003,Female,20 to 24,51,1545,901.4528269,0,0,0,31511,18385.55342,171390
20201001,S92000003,Female,25 to 44,94,4751,659.4233273,0,6,0,128760,17871.46866,720478
20201001,S92000003,Female,45 to 64,105,5324,687.8686279,0,72,9,106691,13784.63407,773985
20201001,S92000003,Female,65 to 74,16,978,324.3770336,0,143,47,27098,8987.698217,301501
20201001,S92000003,Female,75 to 84,18,1486,777.912723,1,363,190,25132,13156.46202,191024
20201001,S92000003,Female,85plus,12,1973,2400.418522,1,618,751,19733,24007.83512,82194
20201001,S92000003,Female,Total,382,18011,643.1817768,2,1202,42,408462,14586.38137,2800297
20201001,S92000003,Male,15 to 19,68,1211,839.968926,0,0,0,15540,10778.792,144172
20201001,S92000003,Male,20 to 24,63,1275,724.1602581,0,0,0,22599,12835.52759,176066
20201001,S92000003,Male,25 to 44,96,3158,449.0937067,0,11,1,90547,12876.53194,703194
20201001,S92000003,Male,45 to 64,100,3733,513.9190423,1,132,18,71516,9845.548949,726379
20201001,S92000003,Male,65 to 74,29,1196,432.0824858,0,259,93,26487,9569.03746,276799
20201001,S92000003,Male,75 to 84,15,1362,921.9272476,1,505,341,21481,14540.32247,147734
20201001,S92000003,Male,85plus,3,942,2098.322678,0,424,944,10281,22901.12044,44893
20201001,S92000003,Male,Total,395,13274,498.4598215,2,1331,49,318398,11956.35153,2663003
20201001,S92000003,Total,15 to 19,136,2752,976.0318913,0,0,0,33596,11915.24979,281958
20201001,S92000003,Total,20 to 24,114,2827,813.6282004,0,0,0,54233,15608.59505,347456
20201001,S92000003,Total,25 to 44,190,7968,559.6794767,0,17,1,219988,15452.15471,1423672
20201001,S92000003,Total,45 to 64,205,9117,607.652543,1,204,13,178912,11924.57297,1500364
20201001,S92000003,Total,65 to 74,45,2179,376.7940515,0,402,69,53630,9273.733356,578300
20201001,S92000003,Total,75 to 84,33,2848,840.7181528,2,868,256,46638,13767.35014,338758
20201001,S92000003,Total,85plus,15,2915,2293.704313,1,1042,819,30034,23632.62962,127087
20201001,S92000003,Total,Total,777,31418,575.0736734,4,2533,46,728539,13335.14542,5463300
20201002,S92000003,Female,15 to 19,81,1620,1175.736287,0,0,0,18274,13262.59562,137786
20201002,S92000003,Female,20 to 24,65,1610,939.3780267,0,0,0,31819,18565.26052,171390
20201002,S92000003,Female,25 to 44,104,4855,673.8581886,0,6,0,129644,17994.16498,720478
20201002,S92000003,Female,45 to 64,101,5425,700.9179764,0,72,9,107437,13881.01837,773985
20201002,S92000003,Female,65 to 74,21,999,331.3421846,0,143,47,27301,9055.02801,301501
20201002,S92000003,Female,75 to 84,6,1492,781.0536896,0,363,190,25262,13224.51629,191024
20201002,S92000003,Female,85plus,4,1977,2405.285057,1,619,753,19823,24117.33217,82194
20201002,S92000003,Female,Total,402,18413,657.5373969,1,1203,42,411363,14689.97753,2800297
20201002,S92000003,Male,15 to 19,61,1272,882.2794995,0,0,0,15707,10894.62586,144172
20201002,S92000003,Male,20 to 24,60,1335,758.2383879,0,0,0,22876,12992.85495,176066
20201002,S92000003,Male,25 to 44,112,3270,465.0210326,0,11,1,91317,12986.0323,703194
20201002,S92000003,Male,45 to 64,126,3859,531.2653587,0,132,18,72116,9928.150456,726379
20201002,S92000003,Male,65 to 74,23,1219,440.3917644,0,259,93,26693,9643.459695,276799
20201002,S92000003,Male,75 to 84,13,1375,930.7268469,0,505,341,21610,14627.64157,147734
20201002,S92000003,Male,85plus,2,944,2102.777716,0,424,944,10341,23034.77157,44893
20201002,S92000003,Male,Total,416,13690,514.0812834,0,1331,49,320943,12051.92033,2663003
20201002,S92000003,Total,15 to 19,142,2894,1026.394002,0,0,0,34012,12062.78949,281958
20201002,S92000003,Total,20 to 24,125,2952,849.6039786,0,0,0,54818,15776.96169,347456
20201002,S92000003,Total,25 to 44,216,8184,574.8515107,0,17,1,221643,15568.4034,1423672
20201002,S92000003,Total,45 to 64,227,9344,622.7822049,0,204,13,180258,12014.28453,1500364
20201002,S92000003,Total,65 to 74,44,2223,384.4025592,0,402,69,54039,9344.457894,578300
20201002,S92000003,Total,75 to 84,19,2867,846.3268764,0,868,256,46897,13843.8059,338758
20201002,S92000003,Total,85plus,6,2921,2298.425488,1,1043,820,30184,23750.659,127087
20201002,S92000003,Total,Total,818,32236,590.046309,1,2534,46,733988,13434.88368,5463300
20201003,S92000003,Female,15 to 19,69,1689,1225.813943,0,0,0,18430,13375.81467,137786
20201003,S92000003,Female,20 to 24,37,1647,960.9662174,0,0,0,32087,18721.62903,171390
20201003,S92000003,Female,25 to 44,97,4952,687.3214727,0,6,0,130334,18089.93474,720478
20201003,S92000003,Female,45 to 64,100,5525,713.8381235,0,72,9,108027,13957.24723,773985
20201003,S92000003,Female,65 to 74,22,1021,338.6390095,0,143,47,27451,9104.779089,301501
20201003,S92000003,Female,75 to 84,9,1501,785.7651395,1,364,190,25387,13289.95309,191024
20201003,S92000003,Female,85plus,0,1977,2405.285057,0,619,753,19896,24206.14643,82194
20201003,S92000003,Female,Total,354,18767,670.1789132,1,1204,42,413668,14772.29022,2800297
20201003,S92000003,Male,15 to 19,41,1313,910.7177538,0,0,0,15815,10969.53639,144172
20201003,S92000003,Male,20 to 24,25,1360,772.4376086,0,0,0,23088,13113.26434,176066
20201003,S92000003,Male,25 to 44,126,3396,482.9392742,0,11,1,91975,13079.60534,703194
20201003,S92000003,Male,45 to 64,97,3956,544.619269,0,132,18,72590,9993.405646,726379
20201003,S92000003,Male,65 to 74,22,1241,448.33977,0,259,93,26859,9703.43101,276799
20201003,S92000003,Male,75 to 84,13,1388,939.5264462,1,506,342,21712,14696.68458,147734
20201003,S92000003,Male,85plus,5,949,2113.91531,0,424,944,10378,23117.18976,44893
20201003,S92000003,Male,Total,348,14038,527.1492372,1,1332,50,322982,12128.48803,2663003
20201003,S92000003,Total,15 to 19,110,3004,1065.406905,0,0,0,34276,12156.42046,281958
20201003,S92000003,Total,20 to 24,62,3014,867.4479646,0,0,0,55298,15915.10868,347456
20201003,S92000003,Total,25 to 44,223,8407,590.515231,0,17,1,222991,15663.08813,1423672
20201003,S92000003,Total,45 to 64,197,9541,635.9123519,0,204,13,181322,12085.20066,1500364
20201003,S92000003,Total,65 to 74,44,2267,392.0110669,0,402,69,54355,9399.100813,578300
20201003,S92000003,Total,75 to 84,22,2889,852.821188,2,870,256,47124,13910.81539,338758
20201003,S92000003,Total,85plus,5,2926,2302.359801,0,1043,820,30294,23837.21388,127087
20201003,S92000003,Total,Total,702,32938,602.8956858,2,2536,46,738332,13514.39606,5463300
20201004,S92000003,Female,15 to 19,64,1753,1272.262784,0,0,0,18613,13508.62932,137786
20201004,S92000003,Female,20 to 24,52,1699,991.3063773,0,0,0,32341,18869.82904,171390
20201004,S92000003,Female,25 to 44,113,5065,703.0055047,0,6,0,131065,18191.39516,720478
20201004,S92000003,Female,45 to 64,109,5634,727.9210837,0,72,9,108646,14037.22294,773985
20201004,S92000003,Female,65 to 74,19,1040,344.9408128,0,143,47,27618,9160.168623,301501
20201004,S92000003,Female,75 to 84,16,1517,794.1410503,1,365,191,25498,13348.06098,191024
20201004,S92000003,Female,85plus,7,1984,2413.801494,0,619,753,19950,24271.84466,82194
20201004,S92000003,Female,Total,393,19160,684.2131388,1,1205,43,416096,14858.99531,2800297
20201004,S92000003,Male,15 to 19,43,1356,940.54324,0,0,0,15943,11058.31923,144172
20201004,S92000003,Male,20 to 24,54,1414,803.1079254,0,0,0,23294,13230.26592,176066
20201004,S92000003,Male,25 to 44,102,3498,497.4445174,0,11,1,92674,13179.00892,703194
20201004,S92000003,Male,45 to 64,96,4052,557.8355101,0,132,18,73099,10063.47926,726379
20201004,S92000003,Male,65 to 74,16,1257,454.1201377,1,260,93,27016,9760.150868,276799
20201004,S92000003,Male,75 to 84,14,1402,949.0029377,1,507,343,21800,14756.2511,147734
20201004,S92000003,Male,85plus,2,951,2118.370347,0,424,944,10423,23217.42811,44893
20201004,S92000003,Male,Total,351,14389,540.3298457,2,1334,50,325140,12209.52436,2663003
20201004,S92000003,Total,15 to 19,107,3111,1103.355819,0,0,0,34587,12266.72058,281958
20201004,S92000003,Total,20 to 24,106,3120,897.9554246,0,0,0,55758,16047.49954,347456
20201004,S92000003,Total,25 to 44,215,8622,605.6170241,0,17,1,224424,15763.74333,1423672
20201004,S92000003,Total,45 to 64,205,9746,649.575703,0,204,13,182451,12160.44906,1500364
20201004,S92000003,Total,65 to 74,35,2302,398.063289,1,403,69,54679,9455.127097,578300
20201004,S92000003,Total,75 to 84,30,2919,861.6770674,2,872,257,47323,13969.55939,338758
20201004,S92000003,Total,85plus,9,2935,2309.441564,0,1043,820,30393,23915.11327,127087
20201004,S92000003,Total,Total,744,33682,616.5138286,3,2539,46,742922,13598.41122,5463300
20201005,S92000003,Female,15 to 19,78,1831,1328.872309,0,0,0,18903,13719.10063,137786
20201005,S92000003,Female,20 to 24,58,1757,1025.147325,0,0,0,32743,19104.38182,171390
20201005,S92000003,Female,25 to 44,157,5222,724.7965934,0,6,0,132341,18368.4998,720478
20201005,S92000003,Female,45 to 64,152,5786,747.5597072,0,72,9,109638,14165.3908,773985
20201005,S92000003,Female,65 to 74,37,1077,357.2127456,0,143,47,27878,9246.403826,301501
20201005,S92000003,Female,75 to 84,18,1535,803.5639501,0,365,191,25686,13446.47793,191024
20201005,S92000003,Female,85plus,8,1992,2423.534565,0,619,753,20074,24422.70725,82194
20201005,S92000003,Female,Total,538,19698,703.4253867,0,1205,43,420125,15002.87291,2800297
20201005,S92000003,Male,15 to 19,53,1409,977.3048858,0,0,0,16184,11225.48068,144172
20201005,S92000003,Male,20 to 24,61,1475,837.7540241,0,0,0,23679,13448.93392,176066
20201005,S92000003,Male,25 to 44,179,3677,522.8997972,0,11,1,93787,13337.28672,703194
20201005,S92000003,Male,45 to 64,168,4220,580.9639321,0,132,18,73921,10176.64332,726379
20201005,S92000003,Male,65 to 74,41,1298,468.93233,0,260,93,27252,9845.411291,276799
20201005,S92000003,Male,75 to 84,28,1430,967.9559208,0,507,343,21955,14861.1694,147734
20201005,S92000003,Male,85plus,3,954,2125.052904,0,424,944,10506,23402.31216,44893
20201005,S92000003,Male,Total,561,14950,561.3962883,0,1334,50,328816,12347.56401,2663003
20201005,S92000003,Total,15 to 19,131,3242,1149.816639,0,0,0,35118,12455.0465,281958
20201005,S92000003,Total,20 to 24,119,3239,932.2043654,0,0,0,56546,16274.29085,347456
20201005,S92000003,Total,25 to 44,336,8958,629.2179659,0,17,1,226813,15931.54884,1423672
20201005,S92000003,Total,45 to 64,320,10066,670.9038607,0,204,13,184265,12281.35306,1500364
20201005,S92000003,Total,65 to 74,78,2380,411.551098,0,403,69,55175,9540.895729,578300
20201005,S92000003,Total,75 to 84,46,2965,875.2560825,0,872,257,47666,14070.81161,338758
20201005,S92000003,Total,85plus,11,2946,2318.097052,0,1043,820,30600,24077.99382,127087
20201005,S92000003,Total,Total,1099,34781,636.6298757,0,2539,46,750628,13739.4615,5463300
20201006,S92000003,Female,15 to 19,71,1902,1380.401492,0,0,0,19156,13902.71871,137786
20201006,S92000003,Female,20 to 24,74,1831,1068.323706,0,0,0,33150,19341.85192,171390
20201006,S92000003,Female,25 to 44,183,5405,750.1963974,0,6,0,133553,18536.72145,720478
20201006,S92000003,Female,45 to 64,187,5973,771.7203822,1,73,9,110631,14293.68786,773985
20201006,S92000003,Female,65 to 74,24,1101,365.1729182,0,143,47,28126,9328.658943,301501
20201006,S92000003,Female,75 to 84,27,1562,817.6982997,0,365,191,25852,13533.378,191024
20201006,S92000003,Female,85plus,14,2006,2440.567438,1,620,754,20202,24578.43638,82194
20201006,S92000003,Female,Total,612,20310,725.2802113,2,1207,43,423982,15140.6083,2800297
20201006,S92000003,Male,15 to 19,72,1481,1027.245235,0,0,0,16422,11390.56127,144172
20201006,S92000003,Male,20 to 24,83,1558,884.8954369,0,0,0,24023,13644.3152,176066
20201006,S92000003,Male,25 to 44,172,3849,547.3596191,0,11,1,94784,13479.06837,703194
20201006,S92000003,Male,45 to 64,153,4373,602.0273163,0,132,18,74702,10284.16295,726379
20201006,S92000003,Male,65 to 74,40,1338,483.3832492,1,261,94,27481,9928.142804,276799
20201006,S92000003,Male,75 to 84,18,1448,980.1399813,0,507,343,22103,14961.34945,147734
20201006,S92000003,Male,85plus,11,965,2149.55561,0,424,944,10564,23531.50825,44893
20201006,S92000003,Male,Total,580,15530,583.1762112,1,1335,50,332135,12472.19774,2663003
20201006,S92000003,Total,15 to 19,143,3385,1200.533413,0,0,0,35609,12629.18591,281958
20201006,S92000003,Total,20 to 24,157,3396,977.3899429,0,0,0,57297,16490.43332,347456
20201006,S92000003,Total,25 to 44,355,9313,654.1534848,0,17,1,229024,16086.85147,1423672
20201006,S92000003,Total,45 to 64,340,10406,693.5650282,1,205,13,186039,12399.59103,1500364
20201006,S92000003,Total,65 to 74,64,2444,422.6180183,1,404,69,55653,9623.55179,578300
20201006,S92000003,Total,75 to 84,45,3010,888.5399016,0,872,257,47980,14163.50315,338758
20201006,S92000003,Total,85plus,25,2971,2337.768615,1,1044,821,30786,24224.35025,127087
20201006,S92000003,Total,Total,1192,35973,658.4481907,3,2542,46,757807,13870.86559,5463300
20201007,S92000003,Female,15 to 19,76,1978,1435.559491,0,0,0,19431,14102.30357,137786
20201007,S92000003,Female,20 to 24,66,1897,1106.832371,0,0,0,33574,19589.24091,171390
20201007,S92000003,Female,25 to 44,183,5588,775.5962014,1,7,0,134875,18720.21075,720478
20201007,S92000003,Female,45 to 64,195,6168,796.9146689,1,74,9,111567,14414.62044,773985
20201007,S92000003,Female,65 to 74,46,1147,380.4299157,2,145,48,28332,9396.983758,301501
20201007,S92000003,Female,75 to 84,28,1590,832.3561437,0,365,191,25993,13607.19072,191024
20201007,S92000003,Female,85plus,20,2026,2464.900114,0,620,754,20304,24702.53303,82194
20201007,S92000003,Female,Total,636,20946,747.992088,4,1211,43,427772,15275.95109,2800297
20201007,S92000003,Male,15 to 19,79,1560,1082.040896,0,0,0,16663,11557.72272,144172
20201007,S92000003,Male,20 to 24,94,1652,938.2845069,0,0,0,24378,13845.94413,176066
20201007,S92000003,Male,25 to 44,180,4029,572.9571071,0,11,1,95898,13637.48837,703194
20201007,S92000003,Male,45 to 64,164,4537,624.6050615,0,132,18,75487,10392.23326,726379
20201007,S92000003,Male,65 to 74,40,1378,497.8341685,1,262,94,27690,10003.64886,276799
20201007,S92000003,Male,75 to 84,23,1471,995.7085031,1,508,343,22224,15043.25341,147734
20201007,S92000003,Male,85plus,6,971,2162.920723,2,426,948,10625,23667.3869,44893
20201007,S92000003,Male,Total,614,16144,606.2328882,4,1339,50,335477,12597.69516,2663003
20201007,S92000003,Total,15 to 19,155,3540,1255.506139,0,0,0,36125,12812.19189,281958
20201007,S92000003,Total,20 to 24,160,3556,1023.438939,0,0,0,58076,16714.63437,347456
20201007,S92000003,Total,25 to 44,363,9676,679.6509308,1,18,1,231461,16258.02853,1423672
20201007,S92000003,Total,45 to 64,359,10765,717.4925551,1,206,13,187760,12514.29653,1500364
20201007,S92000003,Total,65 to 74,86,2530,437.4891925,3,407,70,56068,9695.313851,578300
20201007,S92000003,Total,75 to 84,51,3061,903.5948967,1,873,257,48242,14240.8445,338758
20201007,S92000003,Total,85plus,26,2997,2358.227041,2,1046,823,30949,24352.60884,127087
20201007,S92000003,Total,Total,1250,37223,681.328135,8,2550,46,764940,14001.42771,5463300
20201008,S92000003,Female,15 to 19,70,2048,1486.362911,0,0,0,19679,14282.29283,137786
20201008,S92000003,Female,20 to 24,76,1973,1151.175681,0,0,0,33967,19818.54251,171390
