Date,Country,Sex,AgeGroup,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative,Population
20200410,S92000003,Female,20 to 24,8,86,50.17795671,0,0,0,562,327.9071124,171390
20200410,S92000003,Female,25 to 44,56,655,90.91186684,0,0,0,3695,512.8539664,720478
20200410,S92000003,Female,45 to 64,84,1116,144.1888409,5,27,3,3903,504.2733386,773985
20200410,S92000003,Female,65 to 74,12,295,97.84378825,0,37,12,1158,384.0783281,301501
20200410,S92000003,Female,75 to 84,14,449,235.0489991,8,103,53,1312,686.8246922,191024
20200410,S92000003,Female,85plus,30,428,520.7192739,4,90,109,944,1148.502324,82194
20200410,S92000003,Female,Total,206,3083,110.0954649,17,257,9,13428,479.5205651,2800297
20200410,S92000003,Male,15 to 19,0,16,11.09785534,0,0,0,242,167.855062,144172
20200410,S92000003,Male,20 to 24,1,50,28.39844149,0,0,0,312,177.2062749,176066
20200410,S92000003,Male,25 to 44,28,457,64.98917795,0,3,0,2112,300.3438596,703194
20200410,S92000003,Male,45 to 64,44,998,137.3938399,2,44,6,2825,388.9154284,726379
20200410,S92000003,Male,65 to 74,10,483,174.4948501,6,107,38,1292,466.7646921,276799
20200410,S92000003,Male,75 to 84,17,557,377.0289845,20,178,120,1168,790.6101507,147734
20200410,S92000003,Male,85plus,22,297,661.5730738,10,80,178,679,1512.485243,44893
20200410,S92000003,Male,Total,122,2891,108.5616501,38,412,15,10384,389.9357229,2663003
20200410,S92000003,Total,15 to 19,1,41,14.5411728,0,0,0,537,190.4538974,281958
20200410,S92000003,Total,20 to 24,9,136,39.14164671,0,0,0,875,251.8304476,347456
20200410,S92000003,Total,25 to 44,85,1114,78.24836058,0,3,0,5816,408.5210638,1423672
20200410,S92000003,Total,45 to 64,128,2115,140.9657923,7,71,4,6735,448.8910691,1500364
20200410,S92000003,Total,65 to 74,22,778,134.5322497,6,144,24,2450,423.6555421,578300
20200410,S92000003,Total,75 to 84,31,1006,296.9671565,28,281,82,2480,732.0860319,338758
20200410,S92000003,Total,85plus,52,725,570.4753437,14,170,133,1623,1277.077907,127087
20200410,S92000003,Total,Total,329,5977,109.4027419,55,669,12,23833,436.2381711,5463300
20200411,S92000003,Female,15 to 19,0,25,18.1440785,0,0,0,301,218.4547051,137786
20200411,S92000003,Female,20 to 24,6,92,53.67874438,0,0,0,580,338.4094755,171390
20200411,S92000003,Female,25 to 44,50,705,97.85170401,0,0,0,3795,526.7336407,720478
20200411,S92000003,Female,45 to 64,41,1157,149.4861012,0,27,3,4018,519.1315077,773985
20200411,S92000003,Female,65 to 74,4,299,99.17048368,5,42,13,1188,394.0285439,301501
20200411,S92000003,Female,75 to 84,8,457,239.2369545,8,111,58,1355,709.3349527,191024
20200411,S92000003,Female,85plus,9,437,531.6689783,11,101,122,965,1174.051634,82194
20200411,S92000003,Female,Total,118,3201,114.3093036,24,281,10,13783,492.1977919,2800297
20200411,S92000003,Male,15 to 19,0,16,11.09785534,0,0,0,246,170.6295258,144172
20200411,S92000003,Male,20 to 24,1,51,28.96641032,0,0,0,319,181.1820567,176066
20200411,S92000003,Male,25 to 44,11,468,66.55346889,0,3,0,2162,307.4542729,703194
20200411,S92000003,Male,45 to 64,22,1020,140.4225618,3,47,6,2882,396.7625716,726379
20200411,S92000003,Male,65 to 74,11,494,178.4688528,4,111,40,1334,481.9381573,276799
20200411,S92000003,Male,75 to 84,9,566,383.1210148,11,189,127,1205,815.655164,147734
20200411,S92000003,Male,85plus,13,310,690.5308177,10,90,200,702,1563.718174,44893
20200411,S92000003,Male,Total,67,2958,111.0776067,28,440,16,10627,399.0607596,2663003
20200411,S92000003,Total,15 to 19,0,41,14.5411728,0,0,0,549,194.7098504,281958
20200411,S92000003,Total,20 to 24,7,143,41.15629029,0,0,0,900,259.0256032,347456
20200411,S92000003,Total,25 to 44,61,1175,82.53305537,0,3,0,5966,419.0571986,1423672
20200411,S92000003,Total,45 to 64,63,2178,145.1647733,3,74,4,6907,460.3549539,1500364
20200411,S92000003,Total,65 to 74,15,793,137.1260591,9,153,26,2522,436.1058274,578300
20200411,S92000003,Total,75 to 84,17,1023,301.9854882,19,300,88,2560,755.7017104,338758
20200411,S92000003,Total,85plus,22,747,587.7863196,21,191,150,1667,1311.699859,127087
20200411,S92000003,Total,Total,185,6162,112.7889737,52,721,13,24431,447.1839364,5463300
20200412,S92000003,Female,15 to 19,0,25,18.1440785,0,0,0,307,222.809284,137786
20200412,S92000003,Female,20 to 24,10,102,59.51339051,0,0,0,592,345.4110508,171390
20200412,S92000003,Female,25 to 44,40,745,103.4035737,1,1,0,3865,536.4494128,720478
20200412,S92000003,Female,45 to 64,39,1196,154.5249585,1,28,3,4089,528.3048121,773985
20200412,S92000003,Female,65 to 74,9,308,102.1555484,1,43,14,1211,401.6570426,301501
20200412,S92000003,Female,75 to 84,17,474,248.1363598,5,116,60,1395,730.2747299,191024
20200412,S92000003,Female,85plus,25,462,562.0848237,8,109,132,988,1202.034212,82194
20200412,S92000003,Female,Total,142,3343,119.3801943,16,297,10,14042,501.4468108,2800297
20200412,S92000003,Male,15 to 19,1,17,11.7914713,0,0,0,248,172.0167578,144172
20200412,S92000003,Male,20 to 24,1,52,29.53437915,0,0,0,326,185.1578385,176066
20200412,S92000003,Male,25 to 44,10,478,67.97555155,0,3,0,2206,313.7114367,703194
20200412,S92000003,Male,45 to 64,26,1046,144.0019604,3,50,6,2954,406.6747524,726379
20200412,S92000003,Male,65 to 74,10,504,182.0815827,7,118,42,1361,491.6925278,276799
20200412,S92000003,Male,75 to 84,17,583,394.6281831,10,199,134,1245,842.7308541,147734
20200412,S92000003,Male,85plus,13,323,719.4885617,10,100,222,721,1606.041031,44893
20200412,S92000003,Male,Total,78,3036,114.0066309,30,470,17,10857,407.6976256,2663003
20200412,S92000003,Total,15 to 19,1,42,14.89583555,0,0,0,557,197.5471524,281958
20200412,S92000003,Total,20 to 24,11,154,44.32215878,0,0,0,919,264.4939215,347456
20200412,S92000003,Total,25 to 44,50,1225,86.04510028,1,4,0,6080,427.064661,1423672
20200412,S92000003,Total,45 to 64,65,2243,149.4970554,4,78,5,7050,469.8859743,1500364
20200412,S92000003,Total,65 to 74,19,812,140.4115511,8,161,27,2572,444.7518589,578300
20200412,S92000003,Total,75 to 84,34,1057,312.0221515,15,315,92,2640,779.3173888,338758
20200412,S92000003,Total,85plus,38,785,617.6870962,18,209,164,1709,1344.748086,127087
20200412,S92000003,Total,Total,220,6382,116.8158439,46,767,14,24920,456.1345707,5463300
20200413,S92000003,Female,15 to 19,2,27,19.59560478,0,0,0,314,227.8896259,137786
20200413,S92000003,Female,20 to 24,13,115,67.09843048,0,0,0,620,361.74806,171390
20200413,S92000003,Female,25 to 44,68,813,112.8417523,0,1,0,4002,555.4645666,720478
20200413,S92000003,Female,45 to 64,99,1295,167.3159041,0,28,3,4244,548.33104,773985
20200413,S92000003,Female,65 to 74,16,324,107.4623301,1,44,14,1259,417.5773878,301501
20200413,S92000003,Female,75 to 84,26,500,261.747215,2,118,61,1443,755.4024625,191024
20200413,S92000003,Female,85plus,16,478,581.5509648,12,121,147,1047,1273.815607,82194
20200413,S92000003,Female,Total,241,3584,127.9864243,15,312,11,14556,519.8020067,2800297
20200413,S92000003,Male,15 to 19,1,18,12.48508726,0,0,0,262,181.7273812,144172
20200413,S92000003,Male,20 to 24,1,53,30.10234798,0,0,0,335,190.269558,176066
20200413,S92000003,Male,25 to 44,21,499,70.96192516,0,3,0,2258,321.1062665,703194
20200413,S92000003,Male,45 to 64,45,1091,150.1970734,2,52,7,3043,418.9273093,726379
20200413,S92000003,Male,65 to 74,14,518,187.1394044,4,122,44,1409,509.0336309,276799
20200413,S92000003,Male,75 to 84,17,600,406.1353514,6,205,138,1276,863.7145139,147734
20200413,S92000003,Male,85plus,18,341,759.5838995,12,112,249,739,1646.136369,44893
20200413,S92000003,Male,Total,118,3154,118.4377186,24,494,18,11154,418.8504482,2663003
20200413,S92000003,Total,15 to 19,3,45,15.9598238,0,0,0,578,204.9950702,281958
20200413,S92000003,Total,20 to 24,14,168,48.35144594,0,0,0,956,275.1427519,347456
20200413,S92000003,Total,25 to 44,89,1314,92.29654021,0,4,0,6269,440.3401907,1423672
20200413,S92000003,Total,45 to 64,144,2387,159.0947263,2,80,5,7294,486.1486946,1500364
20200413,S92000003,Total,65 to 74,30,842,145.59917,5,166,28,2668,461.3522393,578300
20200413,S92000003,Total,75 to 84,43,1100,324.7155787,8,323,95,2719,802.6378713,338758
20200413,S92000003,Total,85plus,34,819,644.4404227,24,233,183,1786,1405.336502,127087
20200413,S92000003,Total,Total,359,6741,123.3869639,39,806,14,25731,470.9790786,5463300
20200414,S92000003,Female,15 to 19,1,28,20.32136792,0,0,0,320,232.2442048,137786
20200414,S92000003,Female,20 to 24,10,125,72.93307661,0,0,0,652,380.4189276,171390
20200414,S92000003,Female,25 to 44,76,889,123.3903048,0,1,0,4147,575.5900944,720478
20200414,S92000003,Female,45 to 64,96,1391,179.7192452,2,30,3,4415,570.4244914,773985
20200414,S92000003,Female,65 to 74,7,331,109.7840472,3,47,15,1292,428.5226251,301501
20200414,S92000003,Female,75 to 84,18,518,271.1701147,7,125,65,1487,778.4362174,191024
20200414,S92000003,Female,85plus,28,506,615.6167117,10,131,159,1090,1326.130861,82194
20200414,S92000003,Female,Total,238,3822,136.4855228,22,334,11,15069,538.1214921,2800297
20200414,S92000003,Male,15 to 19,1,19,13.17870322,0,0,0,267,185.195461,144172
20200414,S92000003,Male,20 to 24,4,57,32.3742233,0,0,0,342,194.2453398,176066
20200414,S92000003,Male,25 to 44,23,522,74.2327153,0,3,0,2323,330.3498039,703194
20200414,S92000003,Male,45 to 64,30,1121,154.3271488,3,55,7,3128,430.6291894,726379
20200414,S92000003,Male,65 to 74,10,528,190.7521342,2,124,44,1457,526.374734,276799
20200414,S92000003,Male,75 to 84,21,621,420.3500887,14,219,148,1312,888.082635,147734
20200414,S92000003,Male,85plus,16,357,795.2241998,9,121,269,764,1701.824338,44893
20200414,S92000003,Male,Total,107,3261,122.4557389,28,522,19,11475,430.9045089,2663003
20200414,S92000003,Total,15 to 19,2,47,16.66914931,0,0,0,589,208.8963605,281958
20200414,S92000003,Total,20 to 24,14,182,52.3807331,0,0,0,995,286.3671947,347456
20200414,S92000003,Total,25 to 44,100,1414,99.32063003,0,4,0,6479,455.0907793,1423672
20200414,S92000003,Total,45 to 64,126,2513,167.4926884,5,85,5,7550,503.2112207,1500364
20200414,S92000003,Total,65 to 74,17,859,148.5388207,5,171,29,2749,475.3588103,578300
20200414,S92000003,Total,75 to 84,39,1139,336.2282219,21,344,101,2799,826.2535497,338758
20200414,S92000003,Total,85plus,44,863,679.0623746,19,252,198,1854,1458.843155,127087
20200414,S92000003,Total,Total,346,7087,129.7201325,50,856,15,26565,486.2445775,5463300
20200415,S92000003,Female,15 to 19,3,31,22.49865734,0,0,0,336,243.856415,137786
20200415,S92000003,Female,20 to 24,12,137,79.93465196,0,0,0,670,390.9212906,171390
20200415,S92000003,Female,25 to 44,63,952,132.1344996,0,1,0,4333,601.4062886,720478
20200415,S92000003,Female,45 to 64,90,1481,191.3473775,1,31,4,4605,594.9727708,773985
20200415,S92000003,Female,65 to 74,7,338,112.1057642,1,48,15,1347,446.7646873,301501
20200415,S92000003,Female,75 to 84,15,533,279.0225312,5,130,68,1534,803.0404556,191024
20200415,S92000003,Female,85plus,18,524,637.5161204,8,139,169,1122,1365.063143,82194
20200415,S92000003,Female,Total,208,4030,143.9133063,15,349,12,15652,558.9407124,2800297
20200415,S92000003,Male,15 to 19,1,20,13.87231917,0,0,0,274,190.0507727,144172
20200415,S92000003,Male,20 to 24,3,60,34.07812979,0,0,0,352,199.9250281,176066
20200415,S92000003,Male,25 to 44,23,545,77.50350543,1,4,0,2423,344.5706306,703194
20200415,S92000003,Male,45 to 64,45,1166,160.5222618,3,58,7,3237,445.6351299,726379
20200415,S92000003,Male,65 to 74,7,535,193.2810451,4,128,46,1503,542.9932912,276799
20200415,S92000003,Male,75 to 84,25,646,437.272395,8,227,153,1358,919.2196786,147734
20200415,S92000003,Male,85plus,17,374,833.0920188,10,131,291,784,1746.374713,44893
20200415,S92000003,Male,Total,123,3384,127.0745846,26,548,20,11849,444.948804,2663003
20200415,S92000003,Total,15 to 19,4,51,18.08780031,0,0,0,612,217.0536037,281958
20200415,S92000003,Total,20 to 24,15,197,56.69782649,0,0,0,1023,294.425769,347456
20200415,S92000003,Total,25 to 44,86,1500,105.3613473,1,5,0,6765,475.1796762,1423672
20200415,S92000003,Total,45 to 64,135,2648,176.490505,4,89,5,7850,523.2063686,1500364
20200415,S92000003,Total,65 to 74,14,873,150.9597095,5,176,30,2850,492.8237939,578300
20200415,S92000003,Total,75 to 84,40,1179,348.0360611,13,357,105,2892,853.7067759,338758
20200415,S92000003,Total,85plus,35,898,706.6025636,18,270,212,1906,1499.760007,127087
20200415,S92000003,Total,Total,331,7418,135.7787418,41,897,16,27523,503.7797668,5463300
20200416,S92000003,Female,15 to 19,3,34,24.67594676,0,0,0,349,253.2913358,137786
20200416,S92000003,Female,20 to 24,9,146,85.18583348,0,0,0,693,404.3409767,171390
20200416,S92000003,Female,25 to 44,68,1020,141.5726781,0,1,0,4550,631.5251819,720478
20200416,S92000003,Female,45 to 64,97,1578,203.8799202,3,34,4,4827,623.6554972,773985
20200416,S92000003,Female,65 to 74,13,351,116.4175243,3,51,16,1399,464.011728,301501
20200416,S92000003,Female,75 to 84,42,575,301.0092973,3,133,69,1592,833.4031326,191024
20200416,S92000003,Female,85plus,50,574,698.3478113,10,149,181,1179,1434.411271,82194
20200416,S92000003,Female,Total,283,4313,154.0193772,19,368,13,16325,582.9738774,2800297
20200416,S92000003,Male,15 to 19,1,21,14.56593513,0,0,0,285,197.6805482,144172
20200416,S92000003,Male,20 to 24,3,63,35.78203628,0,0,0,364,206.7406541,176066
20200416,S92000003,Male,25 to 44,25,570,81.05871211,0,4,0,2507,356.516125,703194
20200416,S92000003,Male,45 to 64,39,1205,165.8913597,1,59,8,3349,461.0540778,726379
20200416,S92000003,Male,65 to 74,16,551,199.0614128,3,131,47,1561,563.9471241,276799
20200416,S92000003,Male,75 to 84,31,677,458.2560548,12,239,161,1410,954.4180757,147734
20200416,S92000003,Male,85plus,28,402,895.4625443,6,137,305,812,1808.745239,44893
20200416,S92000003,Male,Total,144,3528,132.4820137,22,570,21,12248,459.9318889,2663003
20200416,S92000003,Total,15 to 19,4,55,19.50645132,0,0,0,636,225.5655098,281958
20200416,S92000003,Total,20 to 24,12,209,60.1515012,0,0,0,1058,304.4989869,347456
20200416,S92000003,Total,25 to 44,93,1593,111.8937508,0,5,0,7066,496.3221866,1423672
20200416,S92000003,Total,45 to 64,136,2784,185.554972,4,93,6,8184,545.4676332,1500364
20200416,S92000003,Total,65 to 74,29,902,155.9744077,6,182,31,2960,511.8450631,578300
20200416,S92000003,Total,75 to 84,73,1252,369.5853677,15,372,109,3002,886.1783338,338758
20200416,S92000003,Total,85plus,78,976,767.977842,16,286,225,1991,1566.643323,127087
20200416,S92000003,Total,Total,427,7845,143.5945308,41,938,17,28595,523.4016071,5463300
20200417,S92000003,Female,15 to 19,1,35,25.4017099,0,0,0,362,262.7262567,137786
20200417,S92000003,Female,20 to 24,11,157,91.60394422,0,0,0,719,419.5110567,171390
20200417,S92000003,Female,25 to 44,57,1077,149.4840925,0,1,0,4736,657.3413761,720478
20200417,S92000003,Female,45 to 64,85,1663,214.8620451,0,34,4,5054,652.984231,773985
20200417,S92000003,Female,65 to 74,24,375,124.3776969,1,52,17,1449,480.5954209,301501
20200417,S92000003,Female,75 to 84,31,606,317.2376246,10,143,74,1650,863.7658095,191024
20200417,S92000003,Female,85plus,63,637,774.9957418,6,155,188,1232,1498.892863,82194
20200417,S92000003,Female,Total,274,4587,163.8040536,17,385,13,16972,606.0785695,2800297
20200417,S92000003,Male,15 to 19,1,22,15.25955109,0,0,0,293,203.2294759,144172
20200417,S92000003,Male,20 to 24,0,63,35.78203628,0,0,0,375,212.9883112,176066
20200417,S92000003,Male,25 to 44,20,590,83.90287744,0,4,0,2587,367.8927863,703194
20200417,S92000003,Male,45 to 64,40,1245,171.3981269,3,62,8,3457,475.9223491,726379
20200417,S92000003,Male,65 to 74,11,562,203.0354156,7,138,49,1615,583.4558651,276799
20200417,S92000003,Male,75 to 84,31,708,479.2397146,4,243,164,1458,986.9089038,147734
20200417,S92000003,Male,85plus,17,419,933.3303633,6,143,318,852,1897.845989,44893
20200417,S92000003,Male,Total,120,3648,136.9882047,20,590,22,12628,474.2014936,2663003
20200417,S92000003,Total,15 to 19,2,57,20.21577682,0,0,0,657,233.0134275,281958
20200417,S92000003,Total,20 to 24,11,220,63.31736968,0,0,0,1095,315.1478173,347456
20200417,S92000003,Total,25 to 44,77,1670,117.3023,0,5,0,7332,515.0062655,1423672
20200417,S92000003,Total,45 to 64,125,2909,193.8862836,3,96,6,8519,567.7955483,1500364
20200417,S92000003,Total,65 to 74,35,937,162.0266298,8,190,32,3064,529.8288086,578300
20200417,S92000003,Total,75 to 84,62,1314,387.8875185,14,386,113,3108,917.4691077,338758
20200417,S92000003,Total,85plus,80,1056,830.9268454,12,298,234,2084,1639.82154,127087
20200417,S92000003,Total,Total,394,8239,150.8062892,37,975,17,29622,542.1997694,5463300
20200418,S92000003,Female,15 to 19,0,35,25.4017099,0,0,0,372,269.9838881,137786
20200418,S92000003,Female,20 to 24,15,172,100.3559134,0,0,0,737,430.0134197,171390
20200418,S92000003,Female,25 to 44,56,1133,157.2567101,0,1,0,4882,677.6057007,720478
20200418,S92000003,Female,45 to 64,57,1720,222.2265289,2,36,4,5219,674.3024736,773985
20200418,S92000003,Female,65 to 74,9,384,127.3627616,4,56,18,1488,493.5307014,301501
20200418,S92000003,Female,75 to 84,29,635,332.4189631,7,150,78,1690,884.7055867,191024
20200418,S92000003,Female,85plus,31,668,812.7113901,15,170,206,1269,1543.908314,82194
20200418,S92000003,Female,Total,198,4785,170.8747322,28,413,14,17456,623.3624505,2800297
20200418,S92000003,Male,15 to 19,0,22,15.25955109,0,0,0,298,206.6975557,144172
20200418,S92000003,Male,20 to 24,1,64,36.35000511,0,0,0,391,222.0758125,176066
20200418,S92000003,Male,25 to 44,11,601,85.46716838,0,4,0,2654,377.4207402,703194
20200418,S92000003,Male,45 to 64,27,1272,175.1151947,3,65,8,3539,487.2112217,726379
20200418,S92000003,Male,65 to 74,5,567,204.8417805,8,146,52,1644,593.9327815,276799
20200418,S92000003,Male,75 to 84,14,722,488.7162062,7,250,169,1495,1011.953917,147734
20200418,S92000003,Male,85plus,8,427,951.1505134,5,148,329,884,1969.12659,44893
20200418,S92000003,Male,Total,66,3714,139.4666097,23,613,23,12931,485.5796257,2663003
20200418,S92000003,Total,15 to 19,0,57,20.21577682,0,0,0,672,238.3333688,281958
20200418,S92000003,Total,20 to 24,16,236,67.92226929,0,0,0,1129,324.933229,347456
20200418,S92000003,Total,25 to 44,67,1737,122.0084401,0,5,0,7545,529.9675768,1423672
20200418,S92000003,Total,45 to 64,84,2993,199.484925,5,101,6,8766,584.25822,1500364
20200418,S92000003,Total,65 to 74,14,951,164.4475186,12,202,34,3132,541.5874114,578300
20200418,S92000003,Total,75 to 84,43,1357,400.5809457,14,400,118,3185,940.1991982,338758
20200418,S92000003,Total,85plus,39,1095,861.6144846,20,318,250,2153,1694.115055,127087
20200418,S92000003,Total,Total,264,8503,155.6385335,51,1026,18,30409,556.6049823,5463300
20200419,S92000003,Female,15 to 19,0,35,25.4017099,0,0,0,379,275.06423,137786
20200419,S92000003,Female,20 to 24,4,176,102.6897719,0,0,0,757,441.6827119,171390
20200419,S92000003,Female,25 to 44,35,1168,162.1145961,0,1,0,4987,692.1793587,720478
20200419,S92000003,Female,45 to 64,42,1762,227.6529907,1,37,4,5344,690.4526574,773985
20200419,S92000003,Female,65 to 74,2,386,128.0261094,3,59,19,1518,503.4809171,301501
20200419,S92000003,Female,75 to 84,6,641,335.5599296,10,160,83,1725,903.0278918,191024
20200419,S92000003,Female,85plus,14,682,829.7442636,9,179,217,1300,1581.623963,82194
20200419,S92000003,Female,Total,103,4888,174.5529135,23,436,15,17831,636.7538872,2800297
20200419,S92000003,Male,15 to 19,1,23,15.95316705,0,0,0,299,207.3911717,144172
20200419,S92000003,Male,20 to 24,1,65,36.91797394,0,0,0,401,227.7555008,176066
20200419,S92000003,Male,25 to 44,10,611,86.88925105,0,4,0,2711,385.5266114,703194
20200419,S92000003,Male,45 to 64,21,1293,178.0062474,4,69,9,3615,497.6740792,726379
20200419,S92000003,Male,65 to 74,5,572,206.6481454,2,148,53,1680,606.9386089,276799
20200419,S92000003,Male,75 to 84,6,728,492.7775597,6,256,173,1525,1032.260685,147734
20200419,S92000003,Male,85plus,11,438,975.6532199,9,157,349,897,1998.084334,44893
20200419,S92000003,Male,Total,56,3770,141.5694988,21,634,23,13169,494.5169044,2663003
20200419,S92000003,Total,15 to 19,1,58,20.57043957,0,0,0,680,241.1706708,281958
20200419,S92000003,Total,20 to 24,5,241,69.36130042,0,0,0,1159,333.5674157,347456
20200419,S92000003,Total,25 to 44,45,1782,125.1692806,0,5,0,7707,541.3466023,1423672
20200419,S92000003,Total,45 to 64,63,3056,203.683906,5,106,7,8967,597.6549691,1500364
20200419,S92000003,Total,65 to 74,7,958,165.657963,5,207,35,3198,553.0001729,578300
20200419,S92000003,Total,75 to 84,12,1369,404.1232975,16,416,122,3250,959.386937,338758
20200419,S92000003,Total,85plus,25,1120,881.2860481,18,336,264,2197,1728.737007,127087
20200419,S92000003,Total,Total,159,8662,158.5488624,44,1070,19,31022,567.825307,5463300
20200420,S92000003,Female,15 to 19,4,39,28.30476246,0,0,0,406,294.6598348,137786
20200420,S92000003,Female,20 to 24,23,199,116.109458,0,0,0,828,483.1086995,171390
20200420,S92000003,Female,25 to 44,140,1308,181.5461402,1,2,0,5450,756.4422508,720478
20200420,S92000003,Female,45 to 64,171,1933,249.7464421,2,39,5,5834,753.7613778,773985
20200420,S92000003,Female,65 to 74,9,395,131.0111741,5,64,21,1599,530.3464997,301501
20200420,S92000003,Female,75 to 84,26,667,349.1707848,7,167,87,1796,940.1959963,191024
20200420,S92000003,Female,85plus,53,735,894.2258559,14,193,234,1366,1661.921795,82194
20200420,S92000003,Female,Total,426,5314,189.7655856,29,465,16,19147,683.7489023,2800297
20200420,S92000003,Male,15 to 19,2,25,17.34039897,0,0,0,313,217.1017951,144172
20200420,S92000003,Male,20 to 24,6,71,40.32578692,0,0,0,439,249.3383163,176066
20200420,S92000003,Male,25 to 44,73,684,97.27045453,1,5,0,3029,430.7488403,703194
20200420,S92000003,Male,45 to 64,80,1373,189.0197817,4,73,10,3908,538.0111485,726379
20200420,S92000003,Male,65 to 74,18,590,213.1510591,6,154,55,1755,634.0340825,276799
20200420,S92000003,Male,75 to 84,27,755,511.0536505,14,270,182,1586,1073.551112,147734
20200420,S92000003,Male,85plus,18,456,1015.748558,7,164,365,938,2089.412603,44893
20200420,S92000003,Male,Total,225,3995,150.0186068,32,666,25,14055,527.7876142,2663003
20200420,S92000003,Total,15 to 19,8,66,23.40774158,0,0,0,745,264.2237496,281958
20200420,S92000003,Total,20 to 24,36,277,79.72232455,0,0,0,1358,390.8408547,347456
20200420,S92000003,Total,25 to 44,266,2048,143.8533595,2,7,0,9057,636.1718149,1423672
20200420,S92000003,Total,45 to 64,310,3366,224.3455588,6,112,7,10363,690.699057,1500364
20200420,S92000003,Total,65 to 74,31,989,171.0185025,11,218,37,3382,584.8175687,578300
20200420,S92000003,Total,75 to 84,53,1422,419.7686844,21,437,129,3388,1000.123982,338758
20200420,S92000003,Total,85plus,71,1191,937.1532887,21,357,280,2304,1812.931299,127087
20200420,S92000003,Total,Total,776,9438,172.7527319,61,1131,20,34554,632.4748778,5463300
20200421,S92000003,Female,15 to 19,1,40,29.0305256,0,0,0,419,304.0947556,137786
20200421,S92000003,Female,20 to 24,9,208,121.3606395,0,0,0,870,507.6142132,171390
20200421,S92000003,Female,25 to 44,70,1378,191.2619122,1,3,0,5648,783.924006,720478
20200421,S92000003,Female,45 to 64,79,2012,259.9533583,4,43,5,6059,782.8317086,773985
20200421,S92000003,Female,65 to 74,23,418,138.6396728,3,67,22,1646,545.935171,301501
20200421,S92000003,Female,75 to 84,31,698,365.3991122,8,175,91,1864,975.7936176,191024
20200421,S92000003,Female,85plus,65,800,973.307054,9,202,245,1443,1755.602599,82194
20200421,S92000003,Female,Total,278,5592,199.693104,25,490,17,19847,708.7462508,2800297
20200421,S92000003,Male,15 to 19,1,26,18.03401493,0,0,0,325,225.4251866,144172
20200421,S92000003,Male,20 to 24,2,73,41.46172458,0,0,0,447,253.882067,176066
20200421,S92000003,Male,25 to 44,21,705,100.2568281,0,5,0,3122,443.9742091,703194
20200421,S92000003,Male,45 to 64,35,1408,193.8382029,4,77,10,4040,556.18348,726379
20200421,S92000003,Male,65 to 74,16,606,218.9314268,3,157,56,1806,652.4590045,276799
20200421,S92000003,Male,75 to 84,21,776,525.2683878,13,283,191,1641,1110.780186,147734
20200421,S92000003,Male,85plus,24,480,1069.209008,5,169,376,987,2198.561023,44893
20200421,S92000003,Male,Total,121,4116,154.5623493,25,691,25,14494,544.2727627,2663003
20200421,S92000003,Total,15 to 19,2,68,24.11706708,0,0,0,770,273.0903184,281958
20200421,S92000003,Total,20 to 24,11,288,82.88819304,0,0,0,1408,405.231166,347456
20200421,S92000003,Total,25 to 44,91,2139,150.2452812,1,8,0,9348,656.6119162,1423672
20200421,S92000003,Total,45 to 64,114,3480,231.943715,8,120,7,10720,714.493283,1500364
20200421,S92000003,Total,65 to 74,39,1028,177.7624071,6,224,38,3480,601.7637904,578300
20200421,S92000003,Total,75 to 84,52,1474,435.1188754,21,458,135,3511,1036.433088,338758
20200421,S92000003,Total,85plus,89,1280,1007.184055,14,371,291,2430,1912.075979,127087
20200421,S92000003,Total,Total,399,9837,180.0560101,50,1181,21,35693,653.3230831,5463300
20200422,S92000003,Female,15 to 19,3,43,31.20781502,0,0,0,431,312.8039133,137786
20200422,S92000003,Female,20 to 24,12,220,128.3622148,0,0,0,904,527.45201,171390
20200422,S92000003,Female,25 to 44,59,1437,199.4509201,0,3,0,5874,815.29207,720478
20200422,S92000003,Female,45 to 64,78,2090,270.031073,1,44,5,6287,812.2896439,773985
20200422,S92000003,Female,65 to 74,6,424,140.629716,7,74,24,1691,560.8604947,301501
20200422,S92000003,Female,75 to 84,26,724,379.0099673,6,181,94,1925,1007.726778,191024
20200422,S92000003,Female,85plus,51,851,1035.355379,7,209,254,1525,1855.366572,82194
20200422,S92000003,Female,Total,235,5827,208.085071,21,511,18,20563,734.3149673,2800297
20200422,S92000003,Male,15 to 19,1,27,18.72763089,0,0,0,332,230.2804983,144172
20200422,S92000003,Male,20 to 24,1,74,42.02969341,0,0,0,466,264.6734747,176066
20200422,S92000003,Male,25 to 44,17,722,102.6743687,0,5,0,3198,454.7820374,703194
20200422,S92000003,Male,45 to 64,38,1446,199.0696317,4,81,11,4171,574.2181423,726379
20200422,S92000003,Male,65 to 74,16,622,224.7117945,6,163,58,1862,672.6902915,276799
20200422,S92000003,Male,75 to 84,13,789,534.0679871,8,291,196,1703,1152.747506,147734
20200422,S92000003,Male,85plus,17,497,1107.076827,5,174,387,1017,2265.386586,44893
20200422,S92000003,Male,Total,105,4221,158.5052664,23,714,26,14913,560.0068795,2663003
20200422,S92000003,Total,15 to 19,4,72,25.53571809,0,0,0,789,279.8289107,281958
20200422,S92000003,Total,20 to 24,13,301,86.62967397,0,0,0,1461,420.4848959,347456
